"","OMA1","OMA11","OMA12","OMA13","OMA17","OMA18","OMA19","OMA2","OMA20","OMA21","OMA22","OMA26","OMA27","OMA28","OMA3","OMA4","OMA47","OMA48","WGA10","WGA12","WGA13","WGA15","WGA18","WGA19","WGA20","WGA23","WGA25","WGA26","WGA27","WGA29","WGA3","WGA32","WGA33","WGA34","WGA35","WGA39","WGA4","WGA40","WGA41","WGA42","WGA45","WGA46","WGA48","WGA5","WGA50","WGA53","WGA54","WGA55","WGA56","WGA7"
"Wolinella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitratiruptor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Succinatimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aestuariibacter",3618,671,824,487,1131,194,708,5681,1368,664,267,913,338,1398,4095,7862,3,4,178,2632,1660,0,12,68,47,56,351,16,2192,274,7160,0,934,0,1,0,1626,233,0,136,221,10500,838,6402,3421,1091,2813,1301,5,57
"Agarivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aliiglaciecola",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alteromonas",16,1,6,1,84,15,22,0,4,13,26,17,3,5,5,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,691,0,0,3,0,0,0,70,0,0,0,0,0,1
"Bowmanella",8,0,0,0,0,0,1,11,6,5,1,15,1,0,6,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chromatocurvus",379,23,15,9,15,13,17,235,18,21,44,15,14,47,92,176,1428,332,10,2,5,0,1048,0,0,0,0,0,0,0,97,0,0,0,0,0,192,11,0,0,222,374,0,579,0,0,0,0,0,0
"Haliea",2,1,1,0,0,0,0,1,0,0,2,0,2,0,0,2,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marinobacter",17,6,2,0,0,1,0,7,0,1,0,4,1,2,9,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraglaciecola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharophagus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maricurvus",1,0,0,0,0,2,0,7,0,0,1,3,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoteredinibacter",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psychrobium",0,0,0,0,0,0,0,8,2,2,2,1,0,3,4,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Teredinibacter",360,2,1,0,2,1,1,138,0,0,1,1,18,8,64,387,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Colwellia",152,14,10,7,10,10,6,167,65,62,37,47,10,27,128,207,1,2,178,0,0,0,0,0,0,0,0,0,379,0,25,0,2,1,0,0,4,0,1944,0,0,0,357,0,0,0,862,0,1,0
"Thalassomonas",15,2,2,7,1,1,1,45,19,10,32,8,3,17,45,40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thalassotalea",25,6,2,5,48,18,16,44,76,109,100,21,4,44,70,82,2,9,0,0,0,0,0,0,0,0,39,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0
"Echinimonas",12,0,0,0,0,0,1,14,0,0,1,0,0,0,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Idiomarina",0,0,1,1,4,2,0,2,8,2,1,2,0,7,0,1,0,1,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Algicola",6,3,1,1,1,1,0,10,2,3,0,1,0,4,4,13,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoalteromonas",9,3,17,6,42,4,6,6,48,21,51,37,11,46,11,18,4,8,0,0,2,0,0,26,2,0,8,0,0,1,2963,0,0,0,0,0,28,105,0,0,0,0,0,8,0,0,0,0,0,0
"Psychrosphaera",4,0,1,1,1,0,0,5,13,3,4,4,1,1,4,9,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shewanella",1,0,0,0,8,5,0,2,5,6,2,1,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Arenicella",6,1,0,0,0,0,0,2,0,1,1,0,0,0,1,0,14,105,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Perspicuibacter",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitrosococcus",8,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhabdochromatium",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rheinheimera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thiohalobacter",2,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,31,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alkalispirillum",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arhodomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ectothiorhodosinus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oceanococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spiribacter",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thioalbus",139,85,58,11,19,18,8,224,52,65,54,50,26,55,112,262,355,101,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,5,0,0,3,0,1,0,0,0,0,0,0
"Thiogranum",25,6,3,1,1,1,2,5,0,1,2,1,1,4,9,9,120,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thiohalomonas",2,0,1,0,1,0,1,4,0,0,0,0,0,0,2,3,2,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thiorhodospira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thiohalophilus",21,0,0,0,0,0,0,5,0,1,1,0,0,0,9,6,21,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thioprofundum",13,3,0,0,0,0,0,6,0,0,0,0,1,0,7,3,51,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ewingella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Candidatus Carsonella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cocleimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eionea",10,2,1,1,3,0,0,7,0,1,1,0,0,2,3,5,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0
"Halioglobus",288,134,81,27,57,18,29,290,84,62,84,37,40,101,133,267,454,397,64,0,47,0,37,0,330,0,0,10,0,0,148,150,240,0,34,0,80,0,5,100,27,0,0,320,3,0,0,352,0,0
"Litorivivens",16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marinicella",106,12,13,6,9,6,17,20,21,5,16,7,2,39,24,16,1,58,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0
"Methylohalomonas",21,5,2,2,3,1,6,4,3,1,1,1,0,7,7,4,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylonatrum",3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plasticicumulans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pleionea",48,0,2,1,0,0,0,17,0,5,6,7,2,1,12,16,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porticoccus",339,3,2,0,4,3,3,783,2,12,6,26,11,2,412,1015,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudohaliea",1,0,1,1,1,0,1,1,0,0,0,0,0,3,0,4,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"Sedimenticola",3,0,0,0,0,0,1,5,0,0,0,0,0,0,7,2,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simiduia",0,0,1,0,0,0,0,0,0,40,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spongiibacter",104,14,6,1,11,0,4,87,11,2,9,5,2,7,65,16,35,9,0,0,0,0,0,0,0,0,0,0,0,0,1206,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0
"Thiolapillus",145,0,3,5,1,1,3,65,0,0,9,2,2,10,39,36,11,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Umboniibacter",3,0,0,0,20,5,8,12,18,5,9,2,2,30,5,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aquicella",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coxiella",9,0,0,1,2,0,2,1,0,0,0,0,0,2,6,2,19,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Legionella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylococcus",2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylogaea",102,11,13,13,2,5,5,133,8,24,26,10,6,27,70,121,103,42,0,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylohalobius",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methyloparacoccus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylosphaera",166,49,30,6,3,2,3,103,10,12,11,7,3,58,50,82,734,260,0,0,0,0,0,247,0,0,0,0,0,12,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alcanivorax",34,4,2,0,2,0,2,21,2,1,0,2,3,9,15,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kangiella",23,1,0,1,1,2,9,8,10,6,7,6,0,11,4,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Endozoicomonas",1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zooshikella",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Litoricola",6,5,5,0,4,1,2,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amphritea",547,55,4,4,1,2,3,176,35,7,6,25,13,12,98,144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Balneatrix",2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,2,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bermanella",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corallomonas",54,9,6,2,4,3,45,41,4,3,502,5,2,10,39,45,40,17,13,0,12,0,0,0,36,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Litoribacillus",1,0,0,0,3,0,2,2,1,3,1,14,1,1,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Litoribrevibacter",1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marinobacterium",689,937,493,24,200,85,305,1286,122,110,89,61,48,435,1684,912,3,10,538,0,1779,1,0,537,0,3,5411,3,1588,432,1760,9,158,2,0,0,47,340,5373,1,0,0,0,1318,1,0,0,447,0,11
"Marinomonas",95,86,127,7,753,227,703,1280,270,6096,16301,235,150,107,1309,1509,4,6,19900,864,2206,4,26200,10100,4093,8609,820,558,10700,1303,23900,0,1639,0,0,6,6962,313,1,2,965,10700,1,4291,1,6409,2417,4638,1,4
"Motiliproteus",37,0,0,0,0,0,0,21,1,1,0,0,2,0,21,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neptuniibacter",2465,577,331,55,37,11,10,2351,63,44,25,330,285,84,2721,2588,54,23,0,0,0,0,0,0,0,0,0,0,0,0,840,40,4357,302,1,3775,5,104,1027,0,2280,247,1087,3,0,2083,220,876,0,0
"Neptunomonas",8,9,2,0,4,0,4,4,1,4,2,2,2,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nitrincola",8,0,0,0,0,0,0,7,0,0,0,0,0,1,7,4,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oceaniserpentilla",5,0,1,0,0,0,0,9,0,0,0,0,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1788,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0
"Oceanospirillum",8,1,0,0,0,0,0,1,0,1,3,6,1,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oleispira",10,0,0,0,0,0,1,4,0,0,0,0,0,1,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,79,0,0,0,0,0,0,13,0,0,0,0,0,0
"Sinobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spongiispira",11,2,1,0,1,0,0,30,0,1,8,1,1,3,2,27,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thalassolituus",45,3,1,1,0,0,0,44,0,2,0,3,2,4,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gynuella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudohongiella",520,260,296,230,262,184,98,833,976,343,298,220,80,437,570,969,345,139,1524,169,26,0,0,7,1,0,319,0,371,124,1001,0,0,0,3,0,115,231,0,0,93,13,732,580,1452,43,0,34,0,9
"Oleiphilus",337,201,127,16,17,24,32,353,30,10,11,24,18,49,168,235,150,71,81,0,21,0,0,49,0,0,739,0,1743,1,355,0,2,1,1,0,9,16,3282,786,0,0,0,120,0,3,0,0,0,0
"Saccharospirillum",3,0,0,0,0,0,0,9,2,0,0,3,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salinispirillum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enhydrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faucicola",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Perlucidibaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas",2,3,3,0,0,0,0,1,1,0,0,0,1,4,1,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,10,1,3,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Serpens",451,36,15,3,5,8,0,323,16,22,70,17,23,34,105,246,2060,476,0,50,236,0,0,0,0,44,0,0,15,0,88,0,0,0,0,472,143,0,0,0,0,1126,0,333,26,0,0,22,0,0
"Thiopseudomonas",14,0,0,0,0,0,0,7,2,0,1,1,0,1,2,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dasania",8,3,0,0,0,0,0,2,0,0,2,0,0,1,4,3,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salinisphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Francisella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galenea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylophaga",1,45,4,0,10,2,2,21,8,9,4,11,5,7,24,52,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Beggiatoa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leucothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thiothrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fangia",2,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterovibrio",27,7,4,0,6,0,2,13,5,1,5,3,4,0,13,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lucibacterium",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Photobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio",112,63,44,6,8086,937,9056,181,43,1504,2410,37,18,15,104,198,29,44,6240,1951,1684,3,176,0,1,5,3437,0,2918,1,43000,0,0,0,0,0,17700,0,0,0,0,0,0,8807,0,0,0,0,0,48
"Povalibacter",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steroidobacter",21,4,2,0,0,0,0,9,0,2,2,1,0,5,6,6,21,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiayiivirga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mizugakiibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Silanimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stenotrophomonas",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Oligoflexus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
