,OMA1,OMA11,OMA12,OMA13,OMA17,OMA18,OMA19,OMA2,OMA20,OMA21,OMA22,OMA26,OMA27,OMA28,OMA3,OMA4,OMA47,OMA48,WGA10,WGA12,WGA13,WGA15,WGA18,WGA19,WGA20,WGA23,WGA25,WGA26,WGA27,WGA29,WGA3,WGA32,WGA33,WGA34,WGA35,WGA39,WGA4,WGA40,WGA41,WGA42,WGA45,WGA46,WGA48,WGA5,WGA50,WGA53,WGA54,WGA55,WGA56,WGA7
Otu128,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
Otu41,61,47,50,12,111,8,336,25,5,387,121,494,7,150,0,5,64,64,0,0,0,0,0,0,0,0,0,189,1173,0,0,0,0,0,0,0,0,0,0,0,0,577,297,0,3033,0,0,0,0,1
Otu583,1,1,0,0,4,0,0,0,0,3,6,8,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu809,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1049,0,0,0,0,3,2,4,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu862,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu223,0,0,0,0,4,1,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu886,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu19,1,2,9,20,1918,798,125,0,489,132,250,21,7,41,0,0,0,1,1029,127,2008,0,0,0,15,2,0,0,22,0,6250,0,0,0,0,0,3678,0,0,0,0,0,0,2786,0,0,0,0,0,17
Otu348,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu622,0,0,0,0,5,0,2,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu99,29,3,4,2,10,7,11,13,1,13,17,2,1,14,2,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1363,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu114,1,2,3,2,0,0,2,0,0,3,0,1,0,84,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu773,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu27,0,4,4,4,356,221,47,1,206,56,25,19,4,5,0,0,1,0,742,8,302,0,0,0,0,160,0,0,0,0,1453,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3
Otu395,4,1,0,0,0,0,0,0,2,3,3,1,2,2,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu342,0,0,1,0,1,1,0,0,3,9,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu161,1,2,1,1,18,4,4,3,9,8,14,3,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,9,0,0,0,0,0,0
Otu23,2,9,21,16,603,233,238,5,673,273,274,111,21,74,4,4,0,0,0,43,271,0,40,0,0,0,0,0,0,0,0,0,0,0,0,58,21,0,0,0,14,492,0,240,0,0,0,0,0,0
Otu1439,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu70,27,5,10,5,57,21,41,13,72,77,38,34,14,26,8,6,11,23,213,0,0,0,1,2761,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu86,7,0,0,0,0,2,0,0,0,0,0,0,0,63,148,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu969,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu45,3,30,18,8,4,12,6,0,0,193,126,86,48,180,1,0,6,4,154,136,57,0,293,1,0,1,1420,0,46,1,104,1,0,0,0,0,653,0,1,0,4452,0,0,83,0,0,1905,0,0,0
Otu1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1520,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu761,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu133,0,0,0,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1740,1,0,2,2,6,2,7,0,15,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu29,1,2,8,2,102,21,29,1,11,47,10,16,0,31,1,0,0,0,2398,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,277,0,0,0,0,0,0
Otu637,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu401,0,0,0,0,0,0,1,1,1,0,0,2,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu840,0,1,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu62,346,49,16,11,9,1,12,152,13,19,8,41,24,73,90,134,743,232,0,0,0,0,0,0,0,0,0,0,12,25,0,0,0,0,0,0,1,0,0,0,111,256,0,21,0,0,0,0,0,0
Otu194,29,5,3,2,3,1,1,8,3,0,0,5,2,4,10,4,12,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu47,106,32,32,11,88,30,49,199,195,86,52,146,41,106,170,177,10,6,0,2,150,0,0,0,0,0,0,0,37,1520,7,0,0,1,0,0,28,0,0,0,0,10,0,1493,0,0,0,0,0,2
Otu173,29,8,6,3,7,1,8,5,2,8,4,11,1,14,6,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu109,12,8,3,2,3,1,2,3,5,6,0,3,0,5,13,4,15,9,0,0,1,0,0,0,6,0,0,0,0,0,977,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0
Otu337,1,1,1,0,2,1,2,2,0,0,0,2,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1262,81,45,35,11,16,5,13,10,3,5,6,7,2,88,7,0,42,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1273,81,29,24,14,19,0,8,29,1,9,14,10,2,105,24,26,114,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu538,2,0,0,0,2,1,2,0,1,0,0,0,0,1,3,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu288,4,6,1,1,6,4,10,2,2,3,0,1,2,11,1,0,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu690,0,1,0,0,0,0,0,0,5,1,1,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu24,683,433,226,68,286,107,225,316,54,223,105,215,64,612,224,236,711,233,774,135,272,0,0,0,506,0,0,18,0,152,589,0,0,266,208,4,155,6,0,1267,4,0,4179,43,4723,1,159,1,0,0
Otu584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Otu435,1111,1355,1149,349,1215,464,1659,915,1616,1491,684,964,424,1338,886,912,19,12,2675,830,427,2,2149,10,415,1910,22,28,920,1416,1088,403,107,208,442,0,1571,0,4,1669,1472,8,881,652,1819,1,19,19,4,1
Otu319,13,2,5,7,21,12,17,1,26,18,11,8,2,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu124,0,1,0,0,5,60,10,1,12,5,0,2,0,4,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2,2082,3943,6822,2448,3154,1690,2069,1657,10800,5462,2366,4055,1623,3978,2229,2415,17,15,6260,3119,765,5,3329,1253,833,2,2173,115,5863,11600,15100,20,420,9806,239,6563,3122,878,84,6245,540,2763,1803,3719,4511,2490,797,2003,1,14
Otu877,80,65,84,191,427,186,198,59,1344,432,403,144,67,448,54,121,4,3,0,0,7,0,3,0,214,0,30,0,94,0,2097,0,0,0,0,0,191,0,0,0,262,0,0,158,0,0,0,0,0,0
Otu527,8,2,0,0,0,0,0,3,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1126,7,10,4,4,177,89,126,3,217,113,17,64,18,56,6,16,1,0,331,18,0,0,0,525,0,0,0,0,0,12,20,0,0,0,0,0,58,0,0,0,0,0,0,66,0,0,0,0,0,0
Otu295,10,8,4,4,32,24,8,7,15,4,7,3,1,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu42,43,70,59,97,688,240,309,45,1114,585,153,190,34,680,64,107,2,1,0,15,0,0,13,0,67,0,165,0,5,123,2144,0,0,0,0,0,1439,0,0,0,0,0,0,802,0,0,0,0,0,0
Otu34,94,69,101,119,292,157,227,50,186,441,315,50,33,288,26,57,0,1,0,102,75,0,0,0,0,0,150,15,227,91,428,0,0,0,0,0,240,0,0,0,416,0,0,803,0,0,0,0,0,3
Otu134,13,15,24,10,78,61,59,1,3,19,44,0,0,58,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu106,0,0,0,0,0,0,0,0,10,2,0,1,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1524,0,0,0,0,0,0,0,0,0
Otu174,0,0,0,0,0,0,0,0,270,12,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1589,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu759,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu130,49,6,0,2,23,11,16,5,27,19,6,1,0,3,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1832,13,0,0,0,2,2,2,2,3,0,0,0,1,0,3,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu147,3,0,1,3,13,11,11,1,35,15,13,7,0,1,1,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu264,0,0,1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu237,15,1,3,0,0,0,0,8,6,1,1,2,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu17,240,103,117,26,92,19,79,82,374,136,88,139,66,132,105,101,0,15,0,0,26,0,0,0,0,0,0,0,31,0,0,0,1,1,3665,0,0,0,1,0,1,590,642,1,0,0,33,341,0,0
Otu40,3,0,2,1,5,2,4,43,236,95,5,73,16,1,109,102,1,55,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu285,1,0,0,0,1,0,0,1,5,0,0,1,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1050,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu315,7,3,2,1,2,0,3,1,7,1,0,2,1,1,3,2,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu44,81,111,89,13,488,94,254,26,163,127,110,119,9,467,23,38,51,34,49,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,12,0,0,0,0,0,0,374,0,0,0,0,0,2
Otu1222,8,0,1,0,6,0,0,1,2,0,2,2,0,1,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu298,7,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu747,91,23,60,14,166,46,70,12,101,49,93,36,16,164,9,8,2,3,325,0,20,0,1,0,0,0,0,0,0,0,110,0,0,0,0,0,643,0,0,0,0,0,0,306,0,0,0,0,0,0
Otu1311,2,4,11,2,13,3,12,1,2,2,5,1,0,20,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0
Otu670,1,0,0,0,0,0,0,2,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu110,3,14,14,0,4,1,7,3,0,8,0,8,0,40,0,1,5,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu423,6,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu167,6,8,11,0,11,2,17,0,0,13,10,6,0,29,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu874,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu491,1,0,0,2,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu567,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu236,7,1,1,0,0,0,1,1,3,2,1,2,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu103,29,40,36,4,18,6,13,17,17,29,1,73,17,7,12,21,12,12,0,0,0,0,0,0,0,0,0,0,0,198,7,0,0,0,0,0,38,0,0,0,0,0,0,8,0,0,0,0,0,0
Otu100,29,3,1,1,30,15,26,9,9,4,3,1,1,70,10,6,29,13,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu145,0,0,0,0,1,1,1,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu767,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu146,15,1,3,0,2,1,2,5,11,2,2,3,2,4,7,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu25,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu10,454,574,627,230,121,66,88,400,708,365,127,742,196,560,389,706,10,12,263,0,20,0,1,17,0,0,0,0,414,3,2,0,2,3,2,2328,45,0,13,14300,0,1655,309,12,6044,218,807,0,2,0
Otu564,1,1,0,3,0,0,0,0,0,2,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu441,1,0,0,0,2,0,0,0,3,1,0,0,0,0,1,3,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu51,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu581,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu2250,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu372,0,0,1,0,2,0,1,0,3,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu613,0,0,0,1,1,1,0,1,5,1,0,0,0,0,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu469,3,0,0,2,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu569,2,0,1,0,2,1,1,1,0,0,0,2,0,2,1,0,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu566,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1385,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu960,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu67,2,6,8,1,435,30,92,0,59,56,18,17,2,33,0,0,0,0,69,684,0,0,0,0,70,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
Otu556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu293,2,22,25,0,0,0,1,0,0,0,0,0,0,1,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu377,2,4,5,0,0,0,0,0,0,0,0,0,0,6,1,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu609,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu750,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu82,18,267,203,1,0,0,1,2,0,0,0,0,1,6,0,0,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,19,6,0,0,0,0,0,0,0,0,0,0,0
Otu2168,1,14,17,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Otu655,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu820,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
