#OTU ID,Kingdom,phyla,class,order,family ,genus,strain
Otu452,Bacteria,candidate division WPS-2,WPS-2_genera_incertae_sedis,WPS-2_genera_incertae_sedis,WPS-2_genera_incertae_sedis,WPS-2_genera_incertae_sedis,Otu452
Otu1588,Bacteria,candidate division ZB3,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,Otu1588
Otu1844,Bacteria,candidate division ZB3,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,Otu1844
Otu1872,Bacteria,candidate division ZB3,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,Otu1872
Otu431,Bacteria,candidate division ZB3,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,ZB3_genera_incertae_sedis,Otu431
Otu1795,Bacteria,Candidatus Calescamantes,Candidatus Calescibacterium,Candidatus Calescibacterium,Candidatus Calescibacterium,Candidatus Calescibacterium,Otu1795
Otu1153,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,Otu1153
Otu242,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,Otu242
Otu1611,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu1611
Otu1745,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu1745
Otu1784,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu1784
Otu1865,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu1865
Otu2018,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu2018
Otu2037,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu2037
Otu2061,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu2061
Otu2139,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu2139
Otu322,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu322
Otu366,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu366
Otu411,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu411
Otu928,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu928
Otu941,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,Otu941
Otu1965,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania,Otu1965
Otu2078,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania,Otu2078
Otu2239,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania,Otu2239
Otu459,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania,Otu459
Otu2103,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Bellilinea,Otu2103
Otu2157,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,Otu2157
Otu2219,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,Otu2219
Otu1735,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea,Otu1735
Otu1738,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea,Otu1738
Otu105,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,Otu105
Otu1096,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,Otu1096
Otu1533,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,Otu1533
Otu1592,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,Otu1592
Otu1763,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,Otu1763
Otu1811,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,Otu1811
Otu1017,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Otu1017
Otu1327,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Otu1327
Otu1597,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Otu1597
Otu1788,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Otu1788
Otu1887,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Otu1887
Otu2088,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Otu2088
Otu2213,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Otu2213
Otu607,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Otu607
Otu817,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Otu817
Otu2144,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Pelolinea,Otu2144
Otu1161,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,Otu1161
Otu1420,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,Otu1420
Otu168,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,Otu168
Otu1014,Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Ardenticatena,Otu1014
Otu1028,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1028
Otu1125,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1125
Otu1170,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1170
Otu1285,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1285
Otu1561,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1561
Otu1563,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1563
Otu1583,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1583
Otu1678,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1678
Otu1796,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1796
Otu1879,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1879
Otu1889,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu1889
Otu2124,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu2124
Otu2149,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu2149
Otu2167,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu2167
Otu2174,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu2174
Otu770,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu770
Otu868,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu868
Otu910,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Otu910
Otu1648,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Nitrolancea,Otu1648
Otu1990,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Nitrolancea,Otu1990
Otu668,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family I,Family I,GpI,Otu668
Otu35,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family II,Family II,GpIIa,Otu35
Otu391,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family II,Family II,GpIIa,Otu391
Otu938,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family II,Family II,GpIIa,Otu938
Otu1329,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family III,Family III,GpIII,Otu1329
Otu2173,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family IX,Family IX,GpIX,Otu2173
Otu440,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family IX,Family IX,GpIX,Otu440
Otu2072,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family VI,Family VI,GpVI,Otu2072
Otu454,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family VIII,Family VIII,GpVIII,Otu454
Otu2170,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Otu2170
Otu1461,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacterales_incertae_sedis,Caldithrix,Otu1461
Otu967,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacterales_incertae_sedis,Caldithrix,Otu967
Otu461,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Otu461
Otu1481,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Otu1481
Otu1877,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Otu1877
Otu370,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Otu370
Otu490,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Otu490
Otu1825,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Otu1825
Otu310,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Otu310
Otu530,Archaea,Euryarchaeota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Otu530
Otu1940,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmatales_incertae_sedis,Thermogymnomonas,Otu1940
Otu1056,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Otu1056
Otu548,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Otu548
Otu438,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Anoxybacillus,Otu438
Otu1301,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 1,Bacillus,Otu1301
Otu1721,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae 2,Salirhabdus,Otu1721
Otu733,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales_Incertae Sedis XII,Exiguobacterium,Otu733
Otu2253,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Otu2253
Otu2066,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,Otu2066
Otu1582,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Otu1582
Otu723,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Otu723
Otu1267,Bacteria,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,Catabacter,Otu1267
Otu314,Bacteria,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,Catabacter,Otu314
Otu1105,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Otu1105
Otu1404,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Otu1404
Otu307,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Otu307
Otu478,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Otu478
Otu880,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Fonticella,Otu880
Otu1982,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Oceanirhabdus,Otu1982
Otu488,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 3,Clostridiisalibacter,Otu488
Otu1778,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis III,Thermoanaerobacterium,Otu1778
Otu540,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,Otu540
Otu946,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XI,Anaerococcus,Otu946
Otu1794,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XII,Fusibacter,Otu1794
Otu1762,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XIII,Anaerovorax,Otu1762
Otu1622,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Alkalibaculum,Otu1622
Otu675,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,Gracilibacter,Otu675
Otu1098,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Parasporobacterium,Otu1098
Otu2052,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 1,Desulfitispora,Otu2052
Otu1160,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Asaccharospora,Otu1160
Otu728,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophothermus,Otu728
Otu1234,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halothermothrix,Otu1234
Otu1831,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halothermothrix,Otu1831
Otu2145,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halothermothrix,Otu2145
Otu1332,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halanaerobaculum,Otu1332
Otu1127,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Dethiobacter,Otu1127
Otu1295,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Dethiobacter,Otu1295
Otu1314,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Dethiobacter,Otu1314
Otu1129,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobaculum,Otu1129
Otu1669,Bacteria,Firmicutes,Clostridia,Natranaerobiales,Natranaerobiaceae,Natranaerobaculum,Otu1669
Otu1358,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Calderihabitans,Otu1358
Otu1819,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Otu1819
Otu1620,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Otu1620
Otu1867,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Otu1867
Otu944,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Otu944
Otu1066,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succinispira,Otu1066
Otu1674,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,Otu1674
Otu1917,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaeroglobus,Otu1917
Otu698,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,Otu698
Otu259,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Negativicoccus,Otu259
Otu1393,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Schwartzia,Otu1393
Otu1571,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Schwartzia,Otu1571
Otu2009,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Schwartzia,Otu2009
Otu455,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Schwartzia,Otu455
Otu580,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Propionigenium,Otu580
Otu1087,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Otu1087
Otu1387,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Otu1387
Otu1104,Bacteria,Hydrogenedentes,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Otu1104
Otu1121,Bacteria,Hydrogenedentes,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Otu1121
Otu1144,Bacteria,Hydrogenedentes,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Otu1144
Otu1652,Bacteria,Hydrogenedentes,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Otu1652
Otu1709,Bacteria,Hydrogenedentes,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Otu1709
Otu1836,Bacteria,Hydrogenedentes,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Otu1836
Otu624,Bacteria,Hydrogenedentes,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Otu624
Otu961,Bacteria,Hydrogenedentes,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Candidatus Hydrogenedens,Otu961
Otu1060,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Otu1060
Otu1903,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Otu1903
Otu1322,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Melioribacter,Otu1322
Otu1176,Bacteria,Latescibacteria,Latescibacteria_genera_incertae_sedis,Latescibacteria_genera_incertae_sedis,Latescibacteria_genera_incertae_sedis,Latescibacteria_genera_incertae_sedis,Otu1176
Otu1140,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Otu1140
Otu1826,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Otu1826
Otu1936,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Otu1936
Otu243,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Otu243
Otu250,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Otu250
Otu339,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Otu339
Otu376,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Otu376
Otu1205,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Otu1205
Otu1594,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Otu1594
Otu749,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Otu749
Otu771,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Oligosphaeraceae,Oligosphaera,Otu771
Otu102,Bacteria,Marinimicrobia,Marinimicrobia_genera_incertae_sedis,Marinimicrobia_genera_incertae_sedis,Marinimicrobia_genera_incertae_sedis,Marinimicrobia_genera_incertae_sedis,Otu102
Otu1547,Bacteria,Marinimicrobia,Marinimicrobia_genera_incertae_sedis,Marinimicrobia_genera_incertae_sedis,Marinimicrobia_genera_incertae_sedis,Marinimicrobia_genera_incertae_sedis,Otu1547
Otu740,Bacteria,Marinimicrobia,Marinimicrobia_genera_incertae_sedis,Marinimicrobia_genera_incertae_sedis,Marinimicrobia_genera_incertae_sedis,Marinimicrobia_genera_incertae_sedis,Otu740
Otu1464,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Otu1464
Otu1491,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Otu1491
Otu1515,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,Otu1515
Otu744,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,Otu744
Otu1323,Bacteria,Omnitrophica,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Otu1323
Otu1858,Bacteria,Omnitrophica,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Otu1858
Otu1944,Bacteria,Omnitrophica,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Otu1944
Otu2058,Bacteria,Omnitrophica,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Otu2058
Otu931,Bacteria,Omnitrophica,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Omnitrophica_genera_incertae_sedis,Otu931
Otu1625,Archaea,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Otu1625
Otu1835,Archaea,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Otu1835
Otu2205,Archaea,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Otu2205
Otu2264,Archaea,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Pacearchaeota Incertae Sedis AR13,Otu2264
Otu1130,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu1130
Otu1186,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu1186
Otu1239,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu1239
Otu1270,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu1270
Otu1472,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu1472
Otu1541,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu1541
Otu1840,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu1840
Otu1864,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu1864
Otu1927,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu1927
Otu2028,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu2028
Otu2206,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu2206
Otu284,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu284
Otu661,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu661
Otu903,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Parcubacteria_genera_incertae_sedis,Otu903
Otu1083,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Otu1083
Otu1097,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Otu1097
Otu1106,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Otu1106
Otu1219,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Otu1219
Otu1312,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Otu1312
Otu1336,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Otu1336
Otu1682,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Otu1682
Otu1739,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Otu1739
Otu1761,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera,Otu1761
