#OTU ID,OMA1,OMA10,OMA11,OMA12,OMA13,OMA14,OMA15,OMA16,OMA17,OMA18,OMA19,OMA2,OMA20,OMA21,OMA22,OMA23,OMA24,OMA25,OMA26,OMA27,OMA28,OMA29,OMA3,OMA30,OMA31,OMA32,OMA33,OMA34,OMA35,OMA36,OMA37,OMA38,OMA39,OMA4,OMA40,OMA41,OMA42,OMA43,OMA44,OMA45,OMA46,OMA47,OMA48,OMA5,OMA6,OMA7,OMA8,OMA9,WGA10,WGA100,WGA106,WGA108,WGA111,WGA12,WGA13,WGA132,WGA133,WGA137,WGA139,WGA143,WGA145,WGA146,WGA15,WGA18,WGA19,WGA20,WGA23,WGA25,WGA26,WGA27,WGA29,WGA3,WGA32,WGA33,WGA34,WGA35,WGA39,WGA4,WGA40,WGA41,WGA42,WGA45,WGA46,WGA48,WGA5,WGA50,WGA53,WGA54,WGA55,WGA56,WGA7,WGA97,WGA98,WGA99
Otu292,7,3,0,0,0,0,0,1,4,0,3,25,2,2,2,7,8,1,2,2,0,0,24,1,1,0,0,0,0,0,1,41,49,33,116,3,3,1,13,5,0,2,1,0,6,2,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu229,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,2,1,0,0,0,2,1,0,0,1,0,0,0,0,1,61,60,2,155,1,30,0,2,2,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu201,3,10,0,1,1,6,0,8,7,2,4,0,12,7,12,11,9,9,6,3,5,3,0,1,5,4,3,0,4,0,6,0,2,2,20,18,71,3,18,5,5,3,3,7,5,1,45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu199,15,0,0,0,0,0,0,0,2,1,2,9,0,1,0,9,37,25,1,0,3,0,7,2,1,0,1,0,1,0,1,56,37,10,112,0,2,2,1,2,0,5,12,0,3,1,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu260,20,0,3,1,0,1,1,0,0,0,1,11,3,4,2,1,1,2,1,0,1,0,8,1,0,1,2,0,0,2,2,30,35,6,181,5,16,1,11,4,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Otu204,2,3,1,5,0,5,3,1,7,2,1,1,3,5,1,2,3,1,3,1,3,6,1,8,5,9,6,1,6,0,21,1,4,3,5,62,27,1,17,6,0,2,1,2,3,6,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
Otu295,10,9,8,4,4,4,11,15,32,24,8,7,15,4,7,1,3,3,3,1,13,19,1,9,9,4,15,1,9,4,18,1,2,2,7,13,13,0,2,1,0,0,0,2,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu253,27,10,7,3,0,1,0,0,5,1,6,8,0,1,0,6,51,6,0,0,8,20,2,5,7,2,3,4,8,0,14,3,3,7,17,7,6,1,10,2,0,24,25,2,4,8,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0
Otu214,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0
Otu1740,1,4,0,2,2,0,2,0,6,2,7,0,15,5,3,6,2,2,2,0,0,4,0,16,3,1,17,1,4,3,26,0,0,0,6,8,13,8,1,0,0,0,0,9,119,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,269,4,0,1,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu226,15,0,6,2,1,1,0,1,0,1,1,10,0,1,2,8,4,8,0,0,2,2,8,9,5,0,3,4,2,2,10,30,19,9,25,7,27,3,24,6,3,41,24,3,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Otu225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu288,4,1,6,1,1,3,0,4,6,4,10,2,2,3,0,5,8,6,1,2,11,7,1,10,10,2,11,2,5,4,16,3,4,0,9,27,36,1,8,8,5,25,10,1,5,1,12,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu316,29,1,2,2,0,1,0,0,2,0,2,18,2,1,0,16,45,57,2,3,7,0,13,1,0,0,2,1,1,2,8,4,0,23,46,0,5,1,2,3,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu245,3,5,0,0,0,3,19,3,20,5,8,12,18,5,9,2,10,2,2,2,30,1,5,6,0,0,0,4,0,3,3,10,13,13,30,7,16,0,3,0,3,0,0,2,7,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu218,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu256,13,0,1,1,0,0,0,1,2,0,2,6,3,0,1,9,8,4,1,1,1,5,6,2,2,1,4,0,3,1,6,25,15,13,18,3,21,1,0,2,1,87,20,1,1,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu297,7,0,3,3,2,1,1,9,1,3,0,0,0,7,7,2,1,1,5,5,7,1,2,4,2,1,2,1,1,2,4,0,8,0,59,0,0,0,0,3,0,1,4,0,0,0,13,4,58,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1832,13,3,0,0,0,1,0,2,2,2,2,2,3,0,0,18,18,8,0,1,0,1,3,0,3,0,3,2,1,2,0,2,0,0,141,1,3,0,3,4,2,1,26,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu238,10,0,2,1,1,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,1,4,1,5,1,0,3,0,1,2,3,1,3,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0
Otu283,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu257,11,0,11,11,0,0,2,0,3,0,0,4,6,3,0,0,0,0,1,0,1,6,4,7,5,10,14,3,12,6,42,3,1,9,20,35,22,0,14,11,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu299,9,0,5,3,1,1,2,2,3,0,2,12,6,4,1,0,0,2,1,0,3,2,8,3,3,4,5,3,6,1,6,10,11,1,115,8,13,1,11,6,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu209,17,0,4,2,2,1,0,2,1,0,0,7,6,2,3,3,9,3,3,2,1,3,11,4,1,1,0,1,2,8,6,14,5,16,79,13,18,1,2,1,5,2,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu233,4,0,2,1,0,0,0,1,0,0,0,1,0,0,0,11,1,2,0,0,0,3,1,0,0,0,0,0,1,0,1,1,0,0,30,0,2,0,4,0,0,2,203,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu278,16,1,0,0,0,0,0,0,0,0,0,15,3,0,1,4,2,5,2,1,1,2,11,1,1,0,0,1,1,0,0,18,38,17,77,1,5,0,3,2,2,16,22,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu342,0,2,0,1,0,1,0,2,1,1,0,0,3,9,0,1,5,4,2,0,1,0,0,1,0,0,0,2,1,0,0,1,1,1,0,0,6,0,7,0,1,0,1,15,17,7,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu687,2,6,1,0,2,1,1,1,6,0,0,0,6,6,24,6,3,4,1,0,3,1,3,2,3,1,2,2,2,1,1,5,1,2,2,5,105,1,0,0,1,0,2,6,16,24,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu228,2,0,7,4,0,2,2,0,2,1,1,4,2,0,0,0,0,0,1,0,0,8,2,3,3,3,1,0,4,1,17,13,8,2,27,87,24,1,36,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu282,36,0,0,0,0,1,0,3,0,0,0,21,1,1,0,0,0,0,0,2,0,1,21,0,0,1,0,0,2,1,2,19,4,16,126,0,5,0,2,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu240,36,0,0,1,0,0,0,0,0,0,0,12,0,3,1,5,6,1,4,1,0,0,9,0,0,0,0,0,1,0,0,16,7,11,97,4,27,1,0,0,0,2,7,3,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu280,17,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,1,7,0,1,0,0,0,0,0,0,6,2,6,163,1,11,0,1,0,1,15,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu248,2,0,6,3,0,1,2,0,0,1,0,0,0,0,1,1,0,2,0,0,4,2,0,3,6,0,2,1,0,1,0,0,2,1,4,11,7,0,4,7,2,3,2,1,0,0,6,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu232,17,1,6,2,0,1,0,1,0,1,0,7,0,1,0,11,9,7,4,1,1,1,9,4,1,1,1,0,0,1,2,9,0,14,131,2,6,0,1,3,0,0,3,3,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu239,1,1,0,0,0,0,2,1,12,3,6,0,7,2,1,0,0,1,1,1,1,3,0,2,1,0,1,0,0,0,0,0,1,0,4,28,13,2,2,1,1,0,0,28,51,68,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu379,5,0,0,0,2,0,0,3,1,0,1,5,0,0,1,3,0,1,0,0,5,2,2,2,1,0,0,2,1,2,2,6,2,3,17,2,10,0,66,23,41,28,10,1,4,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Otu206,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu262,16,0,3,2,1,2,0,1,0,0,1,18,3,0,3,3,1,1,1,2,1,2,4,1,0,0,0,0,0,2,0,8,9,14,18,1,6,0,0,0,1,32,11,0,0,1,5,4,13,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu243,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,233,1,2,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1004,26,1,5,3,1,1,0,1,4,3,1,21,0,2,3,6,5,1,4,0,7,0,14,0,2,1,3,4,0,1,2,7,3,15,58,4,15,0,3,2,1,1,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu237,15,0,1,3,0,0,1,1,0,0,0,8,6,1,1,17,20,10,2,0,0,2,12,2,2,1,8,3,0,2,8,1,3,8,53,5,29,0,3,0,0,0,0,2,13,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu244,9,4,2,1,2,2,0,1,2,1,5,2,1,1,0,20,14,4,0,0,2,3,5,0,1,1,5,1,3,2,4,1,2,1,83,7,20,0,9,2,3,0,4,0,3,2,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu212,233,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu286,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,167,32,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu327,2,0,1,0,0,1,2,0,0,0,0,3,0,0,0,1,1,1,0,0,0,2,1,3,2,1,1,2,0,3,1,2,5,2,5,2,4,0,1,3,0,15,4,0,0,0,0,1,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu1222,8,1,0,1,0,0,0,2,6,0,0,1,2,0,2,31,16,7,2,0,1,3,2,4,5,3,2,1,1,1,5,2,0,3,44,1,2,0,6,1,1,1,7,21,22,14,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu223,0,0,0,0,0,2,29,2,4,1,3,0,0,0,2,15,21,4,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu306,19,2,6,3,1,0,0,4,1,1,2,4,0,1,2,2,3,1,1,0,4,4,6,2,5,1,5,4,2,2,6,6,4,6,10,0,0,0,0,0,1,72,32,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu236,7,2,1,1,0,1,1,0,0,0,1,1,3,2,1,12,7,3,2,3,1,2,0,4,2,0,1,2,1,1,7,2,9,0,19,18,44,5,4,2,0,0,3,5,23,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Otu250,34,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,8,8,1,146,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu265,16,1,1,0,0,0,0,0,3,0,1,11,0,2,1,5,4,1,1,0,1,0,8,0,2,0,0,0,2,1,0,14,17,13,51,0,1,0,6,1,0,4,56,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu277,10,0,2,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,2,0,0,0,27,7,5,41,1,15,0,3,1,0,5,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0
Otu249,9,4,4,1,0,0,0,2,6,4,1,6,1,0,1,3,5,3,0,0,2,6,1,1,6,4,0,2,6,3,19,1,3,4,32,10,8,1,8,2,1,5,26,0,0,0,11,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Otu315,7,0,3,2,1,1,1,0,2,0,3,1,7,1,0,21,9,4,2,1,1,5,3,6,0,0,4,0,0,0,7,1,1,2,37,4,13,0,4,0,0,0,41,0,7,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu94,3,11,2,5,1,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,5,3,2,5,1,5,1,2,1,13,1,16,1,9,9,5,0,7,0,1,0,5,0,0,0,79,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu328,8,0,3,5,1,2,0,5,0,0,0,3,0,8,8,5,9,4,1,0,5,6,1,0,5,4,1,0,4,4,13,1,7,0,13,2,14,1,1,2,1,5,8,0,0,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu259,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,14,0,86,0,9,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu266,21,1,3,5,0,2,0,1,1,0,0,10,0,0,4,5,8,2,0,0,1,2,2,3,8,7,8,0,11,2,5,10,2,10,13,0,3,0,1,0,1,32,5,1,4,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
Otu251,8,0,0,0,0,0,0,2,0,0,1,11,6,5,1,0,0,0,15,1,0,0,5,2,2,0,0,4,0,0,1,14,2,14,24,11,48,9,2,0,7,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu285,1,5,0,0,0,0,0,0,1,0,0,1,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15,8,4,81,3,2,0,0,0,1,0,3,5,18,25,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu291,1,0,0,0,1,0,0,5,3,2,2,0,6,12,15,12,15,0,3,1,2,2,3,0,0,1,0,0,1,5,5,0,0,0,1,9,15,0,9,2,0,1,2,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
