,Treat,Diatom,Temp,Bact,FSC,SSC,RED,GREEN,strain,strain_2
19771,NbO-A5,NbO-A5,18,Xenic,3.227957,3.236431,3.514993,4.498873,NbO-A5,A1
19772,NbO-A5,NbO-A5,18,Xenic,3.252234,3.176506,3.517203,3.881173,NbO-A5,A1
19773,NbO-A5,NbO-A5,18,Xenic,3.187311,3.186895,3.441174,4.364359,NbO-A5,A1
19774,NbO-A5,NbO-A5,18,Xenic,3.316139,3.353561,3.513538,3.558931,NbO-A5,A1
19775,NbO-A5,NbO-A5,18,Xenic,3.289377,3.525771,3.620727,3.79438,NbO-A5,A1
19776,NbO-A5,NbO-A5,18,Xenic,3.344563,3.203927,3.574765,3.729462,NbO-A5,A1
19777,NbO-A5,NbO-A5,18,Xenic,3.261761,3.318514,3.51087,3.410732,NbO-A5,A1
19778,NbO-A5,NbO-A5,18,Xenic,3.279824,3.156647,3.388697,3.762772,NbO-A5,A1
19779,NbO-A5,NbO-A5,18,Xenic,3.19066,3.162664,3.394037,3.786159,NbO-A5,A1
19780,NbO-A5,NbO-A5,18,Xenic,2.992386,2.883603,3.088281,3.18173,NbO-A5,A1
19781,NbO-A5,NbO-A5,18,Xenic,3.299634,3.45338,3.645017,3.900051,NbO-A5,A1
19782,NbO-A5,NbO-A5,18,Xenic,3.242287,3.301132,3.540606,3.788512,NbO-A5,A1
19783,NbO-A5,NbO-A5,18,Xenic,3.448194,3.429641,3.726623,3.81541,NbO-A5,A1
19784,NbO-A5,NbO-A5,18,Xenic,3.276203,3.164593,3.555469,3.62048,NbO-A5,A1
19785,NbO-A5,NbO-A5,18,Xenic,3.262698,3.458891,3.517366,4.041663,NbO-A5,A1
19786,NbO-A5,NbO-A5,18,Xenic,3.239554,3.399152,3.559019,3.546449,NbO-A5,A1
19787,NbO-A5,NbO-A5,18,Xenic,3.3897,3.615477,3.528921,3.638847,NbO-A5,A1
19788,NbO-A5,NbO-A5,18,Xenic,3.31005,3.383364,3.518637,4.524277,NbO-A5,A1
19789,NbO-A5,NbO-A5,18,Xenic,3.349558,3.374213,3.449368,3.803058,NbO-A5,A1
19790,NbO-A5,NbO-A5,18,Xenic,3.315404,3.359142,3.64096,3.716571,NbO-A5,A1
19791,NbO-A5,NbO-A5,18,Xenic,3.279176,3.641573,3.472676,3.811988,NbO-A5,A1
19792,NbO-A5,NbO-A5,18,Xenic,3.330344,3.228444,3.60063,3.628135,NbO-A5,A1
19793,NbO-A5,NbO-A5,18,Xenic,3.250715,3.231567,3.630371,4.103633,NbO-A5,A1
19794,NbO-A5,NbO-A5,18,Xenic,3.050681,3.644435,3.506013,3.629124,NbO-A5,A1
19795,NbO-A5,NbO-A5,18,Xenic,3.252879,3.074518,3.417492,3.914955,NbO-A5,A1
19796,NbO-A5,NbO-A5,18,Xenic,3.128316,3.207423,3.430134,4.515365,NbO-A5,A1
19797,NbO-A5,NbO-A5,18,Xenic,2.854604,3.153744,2.436093,4.165491,NbO-A5,A1
19798,NbO-A5,NbO-A5,18,Xenic,3.207779,3.423146,3.655964,3.618395,NbO-A5,A1
19799,NbO-A5,NbO-A5,18,Xenic,3.131434,3.231564,3.558985,4.414453,NbO-A5,A1
19800,NbO-A5,NbO-A5,18,Xenic,3.173573,3.803212,3.658808,3.655945,NbO-A5,A1
19801,NbO-A5,NbO-A5,18,Xenic,3.276528,3.481099,3.467158,4.105159,NbO-A5,A1
19802,NbO-A5,NbO-A5,18,Xenic,3.181869,3.276198,3.428191,3.590124,NbO-A5,A1
19803,NbO-A5,NbO-A5,18,Xenic,3.369121,3.501779,3.670124,3.702438,NbO-A5,A1
19804,NbO-A5,NbO-A5,18,Xenic,3.093576,3.261865,3.500459,4.423093,NbO-A5,A1
19805,NbO-A5,NbO-A5,18,Xenic,3.236182,3.5295,3.421237,3.788342,NbO-A5,A1
19806,NbO-A5,NbO-A5,18,Xenic,3.292166,3.61302,3.610216,3.712029,NbO-A5,A1
19807,NbO-A5,NbO-A5,18,Xenic,3.421644,3.370151,3.507469,3.56519,NbO-A5,A1
19808,NbO-A5,NbO-A5,18,Xenic,3.226154,3.379961,3.610119,3.616627,NbO-A5,A1
19809,NbO-A5,NbO-A5,18,Xenic,3.297384,3.350431,3.513952,3.745587,NbO-A5,A1
19810,NbO-A5,NbO-A5,18,Xenic,3.247263,3.327374,3.602689,3.646802,NbO-A5,A1
19811,NbO-A5,NbO-A5,18,Xenic,3.193393,3.233434,3.504176,3.264752,NbO-A5,A1
19812,NbO-A5,NbO-A5,18,Xenic,3.276519,3.366187,3.475442,3.702357,NbO-A5,A1
19813,NbO-A5,NbO-A5,18,Xenic,3.366986,3.497602,3.578377,3.829525,NbO-A5,A1
19814,NbO-A5,NbO-A5,18,Xenic,3.344361,3.69637,3.447006,3.664777,NbO-A5,A1
19815,NbO-A5,NbO-A5,18,Xenic,3.066076,3.212271,3.371365,4.090599,NbO-A5,A1
19816,NbO-A5,NbO-A5,18,Xenic,3.062607,3.326946,3.47634,4.123368,NbO-A5,A1
19817,NbO-A5,NbO-A5,18,Xenic,3.392872,3.410579,3.471405,4.143333,NbO-A5,A1
19818,NbO-A5,NbO-A5,18,Xenic,3.328274,3.357057,3.489261,3.988674,NbO-A5,A1
19819,NbO-A5,NbO-A5,18,Xenic,3.365587,3.223537,3.600195,3.862411,NbO-A5,A1
19820,NbO-A5,NbO-A5,18,Xenic,3.238451,3.34546,3.635626,4.143154,NbO-A5,A1
19821,NbO-A5,NbO-A5,18,Xenic,3.253974,3.152291,3.393237,3.655905,NbO-A5,A1
19822,NbO-A5,NbO-A5,18,Xenic,3.317558,3.21953,3.423448,3.74574,NbO-A5,A1
19823,NbO-A5,NbO-A5,18,Xenic,3.199231,3.345198,3.424955,3.700346,NbO-A5,A1
19824,NbO-A5,NbO-A5,18,Xenic,3.312339,3.178061,3.36541,3.718061,NbO-A5,A1
19825,NbO-A5,NbO-A5,18,Xenic,3.399699,3.308156,3.480478,4.231853,NbO-A5,A1
19826,NbO-A5,NbO-A5,18,Xenic,3.275299,3.242355,3.552782,4.03627,NbO-A5,A1
19827,NbO-A5,NbO-A5,18,Xenic,3.244844,3.716988,3.578059,3.746308,NbO-A5,A1
19828,NbO-A5,NbO-A5,18,Xenic,3.169573,3.143937,3.408372,4.490207,NbO-A5,A1
19829,NbO-A5,NbO-A5,18,Xenic,3.200448,3.297428,3.432183,4.388046,NbO-A5,A1
19830,NbO-A5,NbO-A5,18,Xenic,3.378722,3.881895,3.565353,3.643781,NbO-A5,A1
19831,NbO-A5,NbO-A5,18,Xenic,3.21392,3.323447,3.37727,3.729102,NbO-A5,A1
19832,NbO-A5,NbO-A5,18,Xenic,3.28139,3.318847,3.442935,4.371943,NbO-A5,A1
19833,NbO-A5,NbO-A5,18,Xenic,3.283293,3.511881,3.53619,4.053349,NbO-A5,A1
19834,NbO-A5,NbO-A5,18,Xenic,3.427202,3.289947,3.454546,3.667942,NbO-A5,A1
19835,NbO-A5,NbO-A5,18,Xenic,3.076619,3.347509,3.389386,3.991849,NbO-A5,A1
19836,NbO-A5,NbO-A5,18,Xenic,3.180001,3.108847,3.461618,3.914688,NbO-A5,A1
19837,NbO-A5,NbO-A5,18,Xenic,3.326511,3.468892,3.624601,3.684266,NbO-A5,A1
19838,NbO-A5,NbO-A5,18,Xenic,3.329546,3.237375,3.527775,4.32314,NbO-A5,A1
19839,NbO-A5,NbO-A5,18,Xenic,3.322538,3.64294,3.658426,3.583435,NbO-A5,A1
19840,NbO-A5,NbO-A5,18,Xenic,3.206069,3.304681,3.354248,3.881621,NbO-A5,A1
19841,NbO-A5,NbO-A5,18,Xenic,3.369469,3.126951,3.473226,4.567677,NbO-A5,A1
19842,NbO-A5,NbO-A5,18,Xenic,3.235924,3.2929,3.464989,3.767254,NbO-A5,A1
19843,NbO-A5,NbO-A5,18,Xenic,3.244226,3.435627,3.525896,4.144151,NbO-A5,A1
19844,NbO-A5,NbO-A5,18,Xenic,3.197055,3.101846,3.408823,3.522742,NbO-A5,A1
19845,NbO-A5,NbO-A5,18,Xenic,3.26295,3.365723,3.430702,3.662891,NbO-A5,A1
19846,NbO-A5,NbO-A5,18,Xenic,3.280477,3.342339,3.486904,3.765837,NbO-A5,A1
19847,NbO-A5,NbO-A5,18,Xenic,3.337911,3.346495,3.4197,4.279435,NbO-A5,A1
19848,NbO-A5,NbO-A5,18,Xenic,3.277842,3.474524,3.440921,3.76977,NbO-A5,A1
19849,NbO-A5,NbO-A5,18,Xenic,3.346981,3.615378,3.597225,3.466229,NbO-A5,A1
19850,NbO-A5,NbO-A5,18,Xenic,3.003109,3.108889,3.462182,3.455839,NbO-A5,A1
19851,NbO-A5,NbO-A5,18,Xenic,3.231915,3.463306,3.727277,3.757963,NbO-A5,A1
19852,NbO-A5,NbO-A5,18,Xenic,3.288097,3.572363,3.462379,4.222672,NbO-A5,A1
19853,NbO-A5,NbO-A5,18,Xenic,3.060449,3.362127,3.473152,4.033854,NbO-A5,A1
19854,NbO-A5,NbO-A5,18,Xenic,3.24397,3.396665,3.370587,3.601812,NbO-A5,A1
19855,NbO-A5,NbO-A5,18,Xenic,3.107639,3.104648,3.444593,4.537789,NbO-A5,A1
19856,NbO-A5,NbO-A5,18,Xenic,3.206219,3.277696,3.50603,4.52241,NbO-A5,A1
19857,NbO-A5,NbO-A5,18,Xenic,3.235947,3.456616,3.534737,3.690279,NbO-A5,A1
19858,NbO-A5,NbO-A5,18,Xenic,3.386313,3.380769,3.576463,3.83064,NbO-A5,A1
19859,NbO-A5,NbO-A5,18,Xenic,3.132501,3.762114,3.449535,3.506952,NbO-A5,A1
19860,NbO-A5,NbO-A5,18,Xenic,3.432558,3.24583,3.533579,4.395974,NbO-A5,A1
19861,NbO-A5,NbO-A5,18,Xenic,3.17597,3.41586,3.527126,3.666179,NbO-A5,A1
19862,NbO-A5,NbO-A5,18,Xenic,3.434191,3.625994,3.502519,3.606372,NbO-A5,A1
19863,NbO-A5,NbO-A5,18,Xenic,3.021446,3.221763,3.424939,4.130895,NbO-A5,A1
19864,NbO-A5,NbO-A5,18,Xenic,3.307416,3.365768,3.523666,4.305085,NbO-A5,A1
19865,NbO-A5,NbO-A5,18,Xenic,3.187153,3.292659,3.547369,4.371445,NbO-A5,A1
19866,NbO-A5,NbO-A5,18,Xenic,3.313516,3.309694,3.480603,4.105038,NbO-A5,A1
19867,NbO-A5,NbO-A5,18,Xenic,3.364732,3.648682,3.629983,3.471257,NbO-A5,A1
19868,NbO-A5,NbO-A5,18,Xenic,3.40661,3.315064,3.53427,3.719352,NbO-A5,A1
19869,NbO-A5,NbO-A5,18,Xenic,3.266003,3.385058,3.541573,3.712642,NbO-A5,A1
19870,NbO-A5,NbO-A5,18,Xenic,3.155034,3.709908,3.433653,4.010906,NbO-A5,A1
19871,NbO-A5,NbO-A5,18,Xenic,3.269912,3.25348,3.56229,4.497291,NbO-A5,A1
19872,NbO-A5,NbO-A5,18,Xenic,3.165892,3.790988,3.569709,3.612552,NbO-A5,A1
19873,NbO-A5,NbO-A5,18,Xenic,3.31066,3.423035,3.60407,3.998037,NbO-A5,A1
19874,NbO-A5,NbO-A5,18,Xenic,3.346385,3.65824,3.632215,3.734419,NbO-A5,A1
19875,NbO-A5,NbO-A5,18,Xenic,3.184277,3.300858,3.499027,3.556445,NbO-A5,A1
19876,NbO-A5,NbO-A5,18,Xenic,3.374015,3.381665,3.485419,3.937308,NbO-A5,A1
19877,NbO-A5,NbO-A5,18,Xenic,3.262186,3.34358,3.477074,4.239216,NbO-A5,A1
19878,NbO-A5,NbO-A5,18,Xenic,3.236403,3.436361,3.531413,3.912752,NbO-A5,A1
19879,NbO-A5,NbO-A5,18,Xenic,3.19964,3.362923,3.422868,3.24067,NbO-A5,A1
19880,NbO-A5,NbO-A5,18,Xenic,3.235214,3.415647,3.517972,3.38234,NbO-A5,A1
19881,NbO-A5,NbO-A5,18,Xenic,3.223953,3.738263,3.381375,4.315073,NbO-A5,A1
19882,NbO-A5,NbO-A5,18,Xenic,3.450343,3.409737,3.601282,3.804038,NbO-A5,A1
19883,NbO-A5,NbO-A5,18,Xenic,3.275096,3.295558,3.482098,3.702537,NbO-A5,A1
19884,NbO-A5,NbO-A5,18,Xenic,3.253058,3.263402,3.450127,4.011586,NbO-A5,A1
19885,NbO-A5,NbO-A5,18,Xenic,3.314234,3.301751,3.420144,3.727374,NbO-A5,A1
19886,NbO-A5,NbO-A5,18,Xenic,3.176526,3.204348,3.475855,3.974053,NbO-A5,A1
19887,NbO-A5,NbO-A5,18,Xenic,3.325591,3.350399,3.606891,4.337773,NbO-A5,A1
19888,NbO-A5,NbO-A5,18,Xenic,3.416592,3.283426,3.421596,3.810094,NbO-A5,A1
19889,NbO-A5,NbO-A5,18,Xenic,3.323751,3.412364,3.556439,3.513721,NbO-A5,A1
19890,NbO-A5,NbO-A5,18,Xenic,3.163752,3.087303,3.410837,3.587955,NbO-A5,A1
19891,NbO-A5,NbO-A5,18,Xenic,3.274899,3.510394,3.513829,3.776339,NbO-A5,A1
19892,NbO-A5,NbO-A5,18,Xenic,3.092727,3.242954,3.436241,4.477823,NbO-A5,A1
19893,NbO-A5,NbO-A5,18,Xenic,3.136102,3.398499,3.450304,3.52432,NbO-A5,A1
19894,NbO-A5,NbO-A5,18,Xenic,3.214303,3.261988,3.456568,4.021413,NbO-A5,A1
19895,NbO-A5,NbO-A5,18,Xenic,3.255479,3.544542,3.473381,3.572565,NbO-A5,A1
19896,NbO-A5,NbO-A5,18,Xenic,3.32108,3.159471,3.380973,4.271217,NbO-A5,A1
19897,NbO-A5,NbO-A5,18,Xenic,3.095198,3.333365,3.496428,3.608766,NbO-A5,A1
19898,NbO-A5,NbO-A5,18,Xenic,3.396549,3.41622,3.464473,3.871389,NbO-A5,A1
19899,NbO-A5,NbO-A5,18,Xenic,3.335176,3.499231,3.468728,3.92458,NbO-A5,A1
19900,NbO-A5,NbO-A5,18,Xenic,3.265489,3.464463,3.494349,4.440418,NbO-A5,A1
19901,NbO-A5,NbO-A5,18,Xenic,3.349928,3.429039,3.588562,3.642716,NbO-A5,A1
19902,NbO-A5,NbO-A5,18,Xenic,3.308081,3.832317,3.511854,3.836508,NbO-A5,A1
19903,NbO-A5,NbO-A5,18,Xenic,3.285256,3.386876,3.516296,3.616217,NbO-A5,A1
19904,NbO-A5,NbO-A5,18,Xenic,3.200339,3.371149,3.61949,3.857728,NbO-A5,A1
19905,NbO-A5,NbO-A5,18,Xenic,3.376069,3.625988,3.648202,3.762385,NbO-A5,A1
19906,NbO-A5,NbO-A5,18,Xenic,3.309135,3.223843,3.456413,4.067536,NbO-A5,A1
19907,NbO-A5,NbO-A5,18,Xenic,3.47528,3.336162,3.539195,3.892581,NbO-A5,A1
19908,NbO-A5,NbO-A5,18,Xenic,3.315767,3.397751,3.618807,3.521338,NbO-A5,A1
19909,NbO-A5,NbO-A5,18,Xenic,3.342183,3.506409,3.514751,3.518656,NbO-A5,A1
19910,NbO-A5,NbO-A5,18,Xenic,3.270664,3.513518,3.623423,3.77201,NbO-A5,A1
19911,NbO-A5,NbO-A5,18,Xenic,3.097372,3.184125,3.416304,4.096196,NbO-A5,A1
19912,NbO-A5,NbO-A5,18,Xenic,3.153283,3.221564,3.412548,3.412841,NbO-A5,A1
19913,NbO-A5,NbO-A5,18,Xenic,3.266064,3.459125,3.615824,3.547924,NbO-A5,A1
19914,NbO-A5,NbO-A5,18,Xenic,3.285998,3.548836,3.605109,3.46587,NbO-A5,A1
19915,NbO-A5,NbO-A5,18,Xenic,3.192099,3.481548,3.617733,3.718748,NbO-A5,A1
19916,NbO-A5,NbO-A5,18,Xenic,3.009928,3.15875,3.243144,3.237303,NbO-A5,A1
19917,NbO-A5,NbO-A5,18,Xenic,3.355262,3.295271,3.514289,3.73988,NbO-A5,A1
19918,NbO-A5,NbO-A5,18,Xenic,3.278019,3.327507,3.476304,3.541376,NbO-A5,A1
19919,NbO-A5,NbO-A5,18,Xenic,3.344573,3.319011,3.634438,4.32741,NbO-A5,A1
19920,NbO-A5,NbO-A5,18,Xenic,3.300423,3.556772,3.624618,3.759387,NbO-A5,A1
19921,NbO-A5,NbO-A5,18,Xenic,3.24398,3.242758,3.567305,3.69495,NbO-A5,A1
19922,NbO-A5,NbO-A5,18,Xenic,3.264305,3.459311,3.462549,3.771543,NbO-A5,A1
19923,NbO-A5,NbO-A5,18,Xenic,3.283986,3.64428,3.498974,3.447895,NbO-A5,A1
19924,NbO-A5,NbO-A5,18,Xenic,3.21461,3.378348,3.48628,4.31215,NbO-A5,A1
19925,NbO-A5,NbO-A5,18,Xenic,3.070079,3.299823,3.435226,4.11313,NbO-A5,A1
19926,NbO-A5,NbO-A5,18,Xenic,3.612134,3.68957,3.800772,4.435802,NbO-A5,A1
19927,NbO-A5,NbO-A5,18,Xenic,3.172962,3.270264,3.474488,3.420315,NbO-A5,A1
19928,NbO-A5,NbO-A5,18,Xenic,3.141775,3.35465,3.46323,3.758619,NbO-A5,A1
19929,NbO-A5,NbO-A5,18,Xenic,3.287948,3.745622,3.589517,3.670857,NbO-A5,A1
19930,NbO-A5,NbO-A5,18,Xenic,3.057043,3.144517,3.560969,3.262774,NbO-A5,A1
19931,NbO-A5,NbO-A5,18,Xenic,3.222075,3.329266,3.525417,3.732911,NbO-A5,A1
19932,NbO-A5,NbO-A5,18,Xenic,3.359261,3.302436,3.553083,4.255435,NbO-A5,A1
19933,NbO-A5,NbO-A5,18,Xenic,3.265886,3.946761,3.523699,3.725364,NbO-A5,A1
19934,NbO-A5,NbO-A5,18,Xenic,3.32199,3.381607,3.520204,3.93192,NbO-A5,A1
19935,NbO-A5,NbO-A5,18,Xenic,3.144805,3.335741,3.479249,3.680692,NbO-A5,A1
19936,NbO-A5,NbO-A5,18,Xenic,3.314646,3.699463,3.638274,3.775354,NbO-A5,A1
19937,NbO-A5,NbO-A5,18,Xenic,3.212722,3.247007,3.423308,3.658916,NbO-A5,A1
19938,NbO-A5,NbO-A5,18,Xenic,2.96054,3.244279,3.426205,3.349553,NbO-A5,A1
19939,NbO-A5,NbO-A5,18,Xenic,2.962065,3.203026,3.333498,3.299265,NbO-A5,A1
19940,NbO-A5,NbO-A5,18,Xenic,3.405585,3.507371,3.534142,4.436104,NbO-A5,A1
19941,NbO-A5,NbO-A5,18,Xenic,3.264507,3.258245,3.471998,3.549109,NbO-A5,A1
19942,NbO-A5,NbO-A5,18,Xenic,2.758725,3.143629,2.547417,4.011251,NbO-A5,A1
19943,NbO-A5,NbO-A5,18,Xenic,2.798691,2.67254,3.062877,3.105018,NbO-A5,A1
19944,NbO-A5,NbO-A5,18,Xenic,3.267385,3.271979,3.478545,4.360876,NbO-A5,A1
19945,NbO-A5,NbO-A5,18,Xenic,3.274798,3.415057,3.305183,3.790537,NbO-A5,A1
19946,NbO-A5,NbO-A5,18,Xenic,3.234174,3.576704,2.889665,3.721746,NbO-A5,A1
19947,NbO-A5,NbO-A5,18,Xenic,3.380159,3.516927,3.515198,3.944231,NbO-A5,A1
19948,NbO-A5,NbO-A5,18,Xenic,3.245492,3.506292,3.487019,4.161658,NbO-A5,A1
19949,NbO-A5,NbO-A5,18,Xenic,3.037409,3.413155,3.429079,3.578872,NbO-A5,A1
19950,NbO-A5,NbO-A5,18,Xenic,3.315699,3.30985,3.633553,3.988412,NbO-A5,A1
19951,NbO-A5,NbO-A5,18,Xenic,3.40898,3.486487,3.729382,3.781624,NbO-A5,A1
19952,NbO-A5,NbO-A5,18,Xenic,3.265876,3.397261,3.561017,3.609651,NbO-A5,A1
19953,NbO-A5,NbO-A5,18,Xenic,3.54219,4.208292,2.902364,4.999991,NbO-A5,A1
19954,NbO-A5,NbO-A5,18,Xenic,3.346351,3.432897,3.612043,3.725677,NbO-A5,A1
19955,NbO-A5,NbO-A5,18,Xenic,3.18566,3.178418,3.424523,4.196124,NbO-A5,A1
19956,NbO-A5,NbO-A5,18,Xenic,3.164185,3.40669,3.620704,3.746294,NbO-A5,A1
19957,NbO-A5,NbO-A5,18,Xenic,3.398998,3.277186,3.419798,4.189541,NbO-A5,A1
19958,NbO-A5,NbO-A5,18,Xenic,3.285876,3.415949,3.469412,3.656822,NbO-A5,A1
19959,NbO-A5,NbO-A5,18,Xenic,3.196882,3.245523,3.448761,3.450312,NbO-A5,A1
19960,NbO-A5,NbO-A5,18,Xenic,3.110915,3.352177,3.491322,3.544331,NbO-A5,A1
19961,NbO-A5,NbO-A5,18,Xenic,3.038644,3.240926,3.408919,3.856032,NbO-A5,A1
19962,NbO-A5,NbO-A5,18,Xenic,3.213591,3.40012,3.417008,4.3866,NbO-A5,A1
19963,NbO-A5,NbO-A5,18,Xenic,3.25618,3.674412,3.651955,3.888254,NbO-A5,A1
19964,NbO-A5,NbO-A5,18,Xenic,3.381597,3.333696,3.460626,4.271456,NbO-A5,A1
19965,NbO-A5,NbO-A5,18,Xenic,3.662138,4.050869,3.041388,4.999991,NbO-A5,A1
19966,NbO-A5,NbO-A5,18,Xenic,3.2515,3.364875,3.601482,3.882894,NbO-A5,A1
19967,NbO-A5,NbO-A5,18,Xenic,3.283338,3.334022,3.529526,3.791357,NbO-A5,A1
19968,NbO-A5,NbO-A5,18,Xenic,3.262496,3.394941,3.515874,3.303174,NbO-A5,A1
19969,NbO-A5,NbO-A5,18,Xenic,3.164652,3.223296,3.405309,3.319511,NbO-A5,A1
19970,NbO-A5,NbO-A5,18,Xenic,3.321949,3.332878,3.653252,3.820562,NbO-A5,A1
19971,NbO-A5,NbO-A5,18,Xenic,3.353483,3.348553,3.655241,4.15087,NbO-A5,A1
19972,NbO-A5,NbO-A5,18,Xenic,3.361188,3.436364,3.609692,3.579758,NbO-A5,A1
19973,NbO-A5,NbO-A5,18,Xenic,3.514766,3.583363,3.69547,3.749583,NbO-A5,A1
19974,NbO-A5,NbO-A5,18,Xenic,3.177627,3.292594,3.414697,4.010881,NbO-A5,A1
19975,NbO-A5,NbO-A5,18,Xenic,3.149487,3.620507,3.454488,3.850404,NbO-A5,A1
19976,NbO-A5,NbO-A5,18,Xenic,3.2298,3.37995,3.523113,4.385388,NbO-A5,A1
19977,NbO-A5,NbO-A5,18,Xenic,3.441216,3.348276,3.169703,4.17704,NbO-A5,A1
19978,NbO-A5,NbO-A5,18,Xenic,3.279069,3.895404,3.486114,3.753101,NbO-A5,A1
19979,NbO-A5,NbO-A5,18,Xenic,3.360136,3.369711,3.483297,3.680371,NbO-A5,A1
19980,NbO-A5,NbO-A5,18,Xenic,3.401953,3.717944,3.636597,3.710014,NbO-A5,A1
19981,NbO-A5,NbO-A5,18,Xenic,3.05427,3.129665,3.38782,3.909863,NbO-A5,A1
19982,NbO-A5,NbO-A5,18,Xenic,3.316687,3.229076,3.465073,4.501837,NbO-A5,A1
19983,NbO-A5,NbO-A5,18,Xenic,3.308321,3.581697,3.595978,3.655858,NbO-A5,A1
19984,NbO-A5,NbO-A5,18,Xenic,3.331972,3.715981,3.503127,3.923215,NbO-A5,A1
19985,NbO-A5,NbO-A5,18,Xenic,3.341252,3.371265,3.56401,3.606063,NbO-A5,A1
19986,NbO-A5,NbO-A5,18,Xenic,3.408247,3.402364,3.561649,3.532956,NbO-A5,A1
19987,NbO-A5,NbO-A5,18,Xenic,3.263013,3.533231,3.617943,3.918899,NbO-A5,A1
19988,NbO-A5,NbO-A5,18,Xenic,3.246968,3.767371,3.572855,3.751009,NbO-A5,A1
19989,NbO-A5,NbO-A5,18,Xenic,3.264183,3.314834,3.458914,3.331045,NbO-A5,A1
19990,NbO-A5,NbO-A5,18,Xenic,3.338243,3.398421,3.468694,3.737861,NbO-A5,A1
19991,NbO-A5,NbO-A5,18,Xenic,3.235851,3.322695,3.572986,3.615805,NbO-A5,A1
19992,NbO-A5,NbO-A5,18,Xenic,3.105913,3.052077,3.17775,3.420608,NbO-A5,A1
19993,NbO-A5,NbO-A5,18,Xenic,3.141753,3.529496,3.554748,3.712302,NbO-A5,A1
19994,NbO-A5,NbO-A5,18,Xenic,3.352951,3.457103,3.430541,4.553327,NbO-A5,A1
19995,NbO-A5,NbO-A5,18,Xenic,3.236217,3.257366,3.574165,3.450354,NbO-A5,A1
19996,NbO-A5,NbO-A5,18,Xenic,3.341298,3.791819,3.83192,3.934491,NbO-A5,A1
19997,NbO-A5,NbO-A5,18,Xenic,3.198109,3.179619,3.521773,3.455779,NbO-A5,A1
19998,NbO-A5,NbO-A5,18,Xenic,3.007001,2.958315,3.110417,3.291446,NbO-A5,A1
19999,NbO-A5,NbO-A5,18,Xenic,3.430439,3.624046,3.753039,3.609221,NbO-A5,A1
20000,NbO-A5,NbO-A5,18,Xenic,3.536127,3.48042,3.680784,4.460601,NbO-A5,A1
20001,NbO-A5,NbO-A5,18,Xenic,3.147322,3.085448,3.29249,3.341138,NbO-A5,A1
20002,NbO-A5,NbO-A5,18,Xenic,3.364965,3.542438,3.74194,3.664962,NbO-A5,A1
20003,NbO-A5,NbO-A5,18,Xenic,3.363483,3.287714,3.47588,4.584583,NbO-A5,A1
20004,NbO-A5,NbO-A5,18,Xenic,3.172944,3.392771,3.528335,3.783669,NbO-A5,A1
20005,NbO-A5,NbO-A5,18,Xenic,3.46537,3.312271,3.498333,3.769243,NbO-A5,A1
20006,NbO-A5,NbO-A5,18,Xenic,3.130088,3.343071,3.477269,3.586657,NbO-A5,A1
20007,NbO-A5,NbO-A5,18,Xenic,3.271774,3.299615,3.549397,3.849678,NbO-A5,A1
20008,NbO-A5,NbO-A5,18,Xenic,3.295254,3.310848,3.437975,3.750047,NbO-A5,A1
20009,NbO-A5,NbO-A5,18,Xenic,3.365977,3.723658,3.666273,3.982458,NbO-A5,A1
20010,NbO-A5,NbO-A5,18,Xenic,3.230647,3.257581,3.478046,3.564126,NbO-A5,A1
20011,NbO-A5,NbO-A5,18,Xenic,3.370098,3.455642,3.690198,3.607847,NbO-A5,A1
20012,NbO-A5,NbO-A5,18,Xenic,3.362167,3.356179,3.530353,4.094174,NbO-A5,A1
20013,NbO-A5,NbO-A5,18,Xenic,3.21333,3.343575,3.555019,3.659218,NbO-A5,A1
20014,NbO-A5,NbO-A5,18,Xenic,3.153731,3.445359,3.505449,3.752011,NbO-A5,A1
20015,NbO-A5,NbO-A5,18,Xenic,3.327681,3.392588,3.671701,3.705908,NbO-A5,A1
20016,NbO-A5,NbO-A5,18,Xenic,3.237483,3.514748,3.605389,4.02362,NbO-A5,A1
20017,NbO-A5,NbO-A5,18,Xenic,3.251153,3.314146,3.377161,3.576385,NbO-A5,A1
20018,NbO-A5,NbO-A5,18,Xenic,3.335687,3.331741,3.602904,3.601937,NbO-A5,A1
20019,NbO-A5,NbO-A5,18,Xenic,3.236871,3.270614,3.543089,4.187471,NbO-A5,A1
20020,NbO-A5,NbO-A5,18,Xenic,3.35542,3.583391,3.448939,3.99252,NbO-A5,A1
20021,NbO-A5,NbO-A5,18,Xenic,3.310833,3.444402,3.53608,3.636574,NbO-A5,A1
20022,NbO-A5,NbO-A5,18,Xenic,3.269521,3.442529,3.587681,3.839366,NbO-A5,A1
20023,NbO-A5,NbO-A5,18,Xenic,3.258404,3.252069,3.522997,3.370583,NbO-A5,A1
20024,NbO-A5,NbO-A5,18,Xenic,3.298531,3.535609,3.701346,3.701056,NbO-A5,A1
20025,NbO-A5,NbO-A5,18,Xenic,3.292074,3.400764,3.534043,3.697263,NbO-A5,A1
20026,NbO-A5,NbO-A5,18,Xenic,3.361137,3.259758,3.687266,4.084441,NbO-A5,A1
20027,NbO-A5,NbO-A5,18,Xenic,3.249552,3.20389,3.356455,4.390122,NbO-A5,A1
20028,NbO-A5,NbO-A5,18,Xenic,3.329481,3.481374,3.541393,3.437644,NbO-A5,A1
