,Treat,Diatom,Temp,Bact,FSC,SSC,RED,GREEN,strain,strain_2
29490,NbO-D4_18,NbO-D4,18,Xenic,3.485795,3.784481,3.679472,4.113748,NbO-D4,A2
29491,NbO-D4_18,NbO-D4,18,Xenic,3.588839,3.778892,3.569856,3.675491,NbO-D4,A2
29492,NbO-D4_18,NbO-D4,18,Xenic,3.384531,3.436812,3.435367,3.902626,NbO-D4,A2
29493,NbO-D4_18,NbO-D4,18,Xenic,3.49642,3.563013,3.516468,3.719442,NbO-D4,A2
29494,NbO-D4_18,NbO-D4,18,Xenic,3.47587,3.604158,3.390627,3.903601,NbO-D4,A2
29495,NbO-D4_18,NbO-D4,18,Xenic,3.615089,3.568252,3.567953,3.70118,NbO-D4,A2
29496,NbO-D4_18,NbO-D4,18,Xenic,3.637219,3.654229,3.622699,3.901066,NbO-D4,A2
29497,NbO-D4_18,NbO-D4,18,Xenic,3.371252,3.665137,3.57322,3.748404,NbO-D4,A2
29498,NbO-D4_18,NbO-D4,18,Xenic,3.554816,3.690013,3.486956,3.703129,NbO-D4,A2
29499,NbO-D4_18,NbO-D4,18,Xenic,3.416263,3.59191,3.471415,3.538344,NbO-D4,A2
29500,NbO-D4_18,NbO-D4,18,Xenic,3.583437,3.743059,3.668081,4.126159,NbO-D4,A2
29501,NbO-D4_18,NbO-D4,18,Xenic,3.766887,3.895472,3.901238,4.080994,NbO-D4,A2
29502,NbO-D4_18,NbO-D4,18,Xenic,3.284418,3.596427,3.558729,3.621714,NbO-D4,A2
29503,NbO-D4_18,NbO-D4,18,Xenic,3.441128,3.531841,3.404298,3.598982,NbO-D4,A2
29504,NbO-D4_18,NbO-D4,18,Xenic,3.633022,3.84294,3.698476,3.87501,NbO-D4,A2
29505,NbO-D4_18,NbO-D4,18,Xenic,3.442532,3.928813,3.44109,3.837615,NbO-D4,A2
29506,NbO-D4_18,NbO-D4,18,Xenic,3.172422,3.550183,3.649352,3.824266,NbO-D4,A2
29507,NbO-D4_18,NbO-D4,18,Xenic,3.100299,3.535378,3.550988,3.616397,NbO-D4,A2
29508,NbO-D4_18,NbO-D4,18,Xenic,3.58397,3.809628,3.811402,4.037721,NbO-D4,A2
29509,NbO-D4_18,NbO-D4,18,Xenic,3.50024,3.539172,3.509908,3.788517,NbO-D4,A2
29510,NbO-D4_18,NbO-D4,18,Xenic,3.294018,3.64706,3.42987,3.606637,NbO-D4,A2
29511,NbO-D4_18,NbO-D4,18,Xenic,3.289045,4.234448,3.470893,4.424654,NbO-D4,A2
29512,NbO-D4_18,NbO-D4,18,Xenic,3.490856,4.268514,3.461853,3.997504,NbO-D4,A2
29513,NbO-D4_18,NbO-D4,18,Xenic,3.233648,3.516522,3.553151,3.731937,NbO-D4,A2
29514,NbO-D4_18,NbO-D4,18,Xenic,3.479069,3.553778,3.58146,3.642208,NbO-D4,A2
29515,NbO-D4_18,NbO-D4,18,Xenic,2.743297,2.83944,2.084455,3.708608,NbO-D4,A2
29516,NbO-D4_18,NbO-D4,18,Xenic,3.466189,3.458522,3.456438,3.617627,NbO-D4,A2
29517,NbO-D4_18,NbO-D4,18,Xenic,3.558602,3.579118,3.491247,3.863056,NbO-D4,A2
29518,NbO-D4_18,NbO-D4,18,Xenic,3.592947,3.611665,3.458804,3.896967,NbO-D4,A2
29519,NbO-D4_18,NbO-D4,18,Xenic,3.565052,3.771955,3.59387,3.74619,NbO-D4,A2
29520,NbO-D4_18,NbO-D4,18,Xenic,3.312929,3.633899,3.492706,3.687909,NbO-D4,A2
29521,NbO-D4_18,NbO-D4,18,Xenic,3.257503,3.520604,3.528493,4.43374,NbO-D4,A2
29522,NbO-D4_18,NbO-D4,18,Xenic,3.422919,3.58869,3.500165,3.528881,NbO-D4,A2
29523,NbO-D4_18,NbO-D4,18,Xenic,3.5402,3.846978,3.507735,3.672163,NbO-D4,A2
29524,NbO-D4_18,NbO-D4,18,Xenic,3.243447,3.470937,3.655537,4.341117,NbO-D4,A2
29525,NbO-D4_18,NbO-D4,18,Xenic,3.471763,3.527662,3.594585,3.68555,NbO-D4,A2
29526,NbO-D4_18,NbO-D4,18,Xenic,3.358523,4.280264,3.591155,3.754372,NbO-D4,A2
29527,NbO-D4_18,NbO-D4,18,Xenic,3.517118,3.462281,3.648767,3.889287,NbO-D4,A2
29528,NbO-D4_18,NbO-D4,18,Xenic,3.466113,3.533313,3.572681,3.649514,NbO-D4,A2
29529,NbO-D4_18,NbO-D4,18,Xenic,3.552806,3.627219,3.585485,3.97154,NbO-D4,A2
29530,NbO-D4_18,NbO-D4,18,Xenic,3.417777,3.515268,3.471267,3.781859,NbO-D4,A2
29531,NbO-D4_18,NbO-D4,18,Xenic,3.518361,3.829347,3.512519,3.638695,NbO-D4,A2
29532,NbO-D4_18,NbO-D4,18,Xenic,3.492106,3.558778,3.577644,3.797117,NbO-D4,A2
29533,NbO-D4_18,NbO-D4,18,Xenic,3.442642,4.421315,3.658839,3.848472,NbO-D4,A2
29534,NbO-D4_18,NbO-D4,18,Xenic,3.517773,3.669001,3.610286,3.785,NbO-D4,A2
29535,NbO-D4_18,NbO-D4,18,Xenic,3.563095,3.71061,3.456483,3.780739,NbO-D4,A2
29536,NbO-D4_18,NbO-D4,18,Xenic,3.385017,3.533145,3.516836,4.241308,NbO-D4,A2
29537,NbO-D4_18,NbO-D4,18,Xenic,3.493586,3.703695,3.646175,3.743844,NbO-D4,A2
29538,NbO-D4_18,NbO-D4,18,Xenic,3.322052,3.702683,3.487126,3.933185,NbO-D4,A2
29539,NbO-D4_18,NbO-D4,18,Xenic,3.530406,3.550025,3.554286,3.709636,NbO-D4,A2
29540,NbO-D4_18,NbO-D4,18,Xenic,3.460789,3.78339,3.618241,3.754189,NbO-D4,A2
29541,NbO-D4_18,NbO-D4,18,Xenic,3.577305,3.661555,3.58578,3.781668,NbO-D4,A2
29542,NbO-D4_18,NbO-D4,18,Xenic,3.514112,3.566263,3.474243,3.77762,NbO-D4,A2
29543,NbO-D4_18,NbO-D4,18,Xenic,3.504914,3.553989,3.581017,3.803795,NbO-D4,A2
29544,NbO-D4_18,NbO-D4,18,Xenic,3.568726,3.614374,3.66127,3.961945,NbO-D4,A2
29545,NbO-D4_18,NbO-D4,18,Xenic,3.408237,3.518879,3.569792,3.69299,NbO-D4,A2
29546,NbO-D4_18,NbO-D4,18,Xenic,3.784659,3.93802,3.848838,3.947714,NbO-D4,A2
29547,NbO-D4_18,NbO-D4,18,Xenic,3.570683,3.74847,3.565723,3.706378,NbO-D4,A2
29548,NbO-D4_18,NbO-D4,18,Xenic,3.499138,3.515579,3.539026,3.7768,NbO-D4,A2
29549,NbO-D4_18,NbO-D4,18,Xenic,3.56061,3.53451,3.554529,3.653329,NbO-D4,A2
29550,NbO-D4_18,NbO-D4,18,Xenic,3.546678,3.486259,3.463348,3.85718,NbO-D4,A2
29551,NbO-D4_18,NbO-D4,18,Xenic,3.537306,3.949419,3.451073,4.12873,NbO-D4,A2
29552,NbO-D4_18,NbO-D4,18,Xenic,3.456089,3.623267,3.52229,3.751654,NbO-D4,A2
29553,NbO-D4_18,NbO-D4,18,Xenic,3.356062,3.285678,3.37795,3.826196,NbO-D4,A2
29554,NbO-D4_18,NbO-D4,18,Xenic,3.408953,3.548623,3.631779,3.71719,NbO-D4,A2
29555,NbO-D4_18,NbO-D4,18,Xenic,3.477136,3.538914,3.396982,4.111972,NbO-D4,A2
29556,NbO-D4_18,NbO-D4,18,Xenic,3.539315,3.735612,3.513684,3.704794,NbO-D4,A2
29557,NbO-D4_18,NbO-D4,18,Xenic,3.453859,3.521616,3.617832,3.7523,NbO-D4,A2
29558,NbO-D4_18,NbO-D4,18,Xenic,3.302234,3.709402,3.492095,3.97155,NbO-D4,A2
29559,NbO-D4_18,NbO-D4,18,Xenic,3.477238,3.724328,3.650414,3.813945,NbO-D4,A2
29560,NbO-D4_18,NbO-D4,18,Xenic,3.280093,3.519531,3.493337,3.614849,NbO-D4,A2
29561,NbO-D4_18,NbO-D4,18,Xenic,3.319341,3.572021,3.497698,3.766379,NbO-D4,A2
29562,NbO-D4_18,NbO-D4,18,Xenic,3.586614,3.641894,3.663935,3.915605,NbO-D4,A2
29563,NbO-D4_18,NbO-D4,18,Xenic,3.548286,3.627961,3.502055,3.760126,NbO-D4,A2
29564,NbO-D4_18,NbO-D4,18,Xenic,3.402423,3.595542,3.571155,3.828353,NbO-D4,A2
29565,NbO-D4_18,NbO-D4,18,Xenic,3.571643,3.680234,3.573287,3.976785,NbO-D4,A2
29566,NbO-D4_18,NbO-D4,18,Xenic,3.477097,3.747278,3.565831,3.516049,NbO-D4,A2
29567,NbO-D4_18,NbO-D4,18,Xenic,3.548017,3.666667,3.610161,3.733143,NbO-D4,A2
29568,NbO-D4_18,NbO-D4,18,Xenic,3.522885,3.557838,3.558701,3.602619,NbO-D4,A2
29569,NbO-D4_18,NbO-D4,18,Xenic,3.448793,3.599792,3.501186,3.640421,NbO-D4,A2
29570,NbO-D4_18,NbO-D4,18,Xenic,3.519681,4.16295,3.608522,3.601648,NbO-D4,A2
29571,NbO-D4_18,NbO-D4,18,Xenic,3.476757,3.613288,3.627437,3.657175,NbO-D4,A2
29572,NbO-D4_18,NbO-D4,18,Xenic,3.422935,3.505625,3.454441,4.094975,NbO-D4,A2
29573,NbO-D4_18,NbO-D4,18,Xenic,3.562567,3.651125,3.564342,3.718218,NbO-D4,A2
29574,NbO-D4_18,NbO-D4,18,Xenic,3.564318,3.642635,3.613444,3.80506,NbO-D4,A2
29575,NbO-D4_18,NbO-D4,18,Xenic,3.491671,3.542601,3.484672,3.783777,NbO-D4,A2
29576,NbO-D4_18,NbO-D4,18,Xenic,3.301643,3.695016,3.631121,3.818357,NbO-D4,A2
29577,NbO-D4_18,NbO-D4,18,Xenic,3.459499,3.584059,3.500395,3.605839,NbO-D4,A2
29578,NbO-D4_18,NbO-D4,18,Xenic,3.288571,3.431982,3.448456,4.161993,NbO-D4,A2
29579,NbO-D4_18,NbO-D4,18,Xenic,3.492503,3.564872,3.495738,3.906232,NbO-D4,A2
29580,NbO-D4_18,NbO-D4,18,Xenic,3.508967,3.652959,3.573242,3.758837,NbO-D4,A2
29581,NbO-D4_18,NbO-D4,18,Xenic,3.326956,3.532347,3.617213,3.713726,NbO-D4,A2
29582,NbO-D4_18,NbO-D4,18,Xenic,3.465776,3.589707,3.558489,3.653482,NbO-D4,A2
29583,NbO-D4_18,NbO-D4,18,Xenic,3.492329,3.659221,3.45485,3.625606,NbO-D4,A2
29584,NbO-D4_18,NbO-D4,18,Xenic,3.531357,3.581183,3.51569,3.618356,NbO-D4,A2
29585,NbO-D4_18,NbO-D4,18,Xenic,3.485593,3.640322,3.48219,3.70801,NbO-D4,A2
29586,NbO-D4_18,NbO-D4,18,Xenic,3.516229,3.705981,3.550007,3.588764,NbO-D4,A2
29587,NbO-D4_18,NbO-D4,18,Xenic,3.491357,3.709789,3.590744,3.703167,NbO-D4,A2
29588,NbO-D4_18,NbO-D4,18,Xenic,3.303613,3.452678,3.469841,3.863379,NbO-D4,A2
29589,NbO-D4_18,NbO-D4,18,Xenic,3.533795,3.439652,3.495564,3.824914,NbO-D4,A2
29590,NbO-D4_18,NbO-D4,18,Xenic,3.353375,3.540675,3.431371,3.765641,NbO-D4,A2
29591,NbO-D4_18,NbO-D4,18,Xenic,3.113874,3.715843,2.687596,4.817014,NbO-D4,A2
29592,NbO-D4_18,NbO-D4,18,Xenic,3.53164,4.021537,3.589205,3.730596,NbO-D4,A2
29593,NbO-D4_18,NbO-D4,18,Xenic,3.480633,3.693161,3.651832,4.094136,NbO-D4,A2
29594,NbO-D4_18,NbO-D4,18,Xenic,3.389999,3.724019,3.439496,3.538342,NbO-D4,A2
29595,NbO-D4_18,NbO-D4,18,Xenic,3.582324,3.571908,3.485049,3.671027,NbO-D4,A2
29596,NbO-D4_18,NbO-D4,18,Xenic,3.468445,3.54854,3.49471,3.65148,NbO-D4,A2
29597,NbO-D4_18,NbO-D4,18,Xenic,3.419133,3.656795,3.527296,3.74606,NbO-D4,A2
29598,NbO-D4_18,NbO-D4,18,Xenic,3.254581,3.586842,3.556349,3.50816,NbO-D4,A2
29599,NbO-D4_18,NbO-D4,18,Xenic,3.534283,3.691691,3.614129,3.960309,NbO-D4,A2
29600,NbO-D4_18,NbO-D4,18,Xenic,3.546423,3.492943,3.514611,3.741594,NbO-D4,A2
29601,NbO-D4_18,NbO-D4,18,Xenic,3.224487,3.43491,3.494529,3.550448,NbO-D4,A2
29602,NbO-D4_18,NbO-D4,18,Xenic,3.372076,3.536477,3.6303,3.868759,NbO-D4,A2
29603,NbO-D4_18,NbO-D4,18,Xenic,3.452666,3.495185,3.51436,3.680504,NbO-D4,A2
29604,NbO-D4_18,NbO-D4,18,Xenic,3.461894,3.852953,3.741019,3.9459,NbO-D4,A2
29605,NbO-D4_18,NbO-D4,18,Xenic,3.464417,3.522323,3.474606,3.676859,NbO-D4,A2
29606,NbO-D4_18,NbO-D4,18,Xenic,3.532025,3.502074,3.506861,3.966848,NbO-D4,A2
29607,NbO-D4_18,NbO-D4,18,Xenic,3.599411,3.588963,3.544055,3.8626,NbO-D4,A2
29608,NbO-D4_18,NbO-D4,18,Xenic,3.510849,4.110384,3.6047,3.733961,NbO-D4,A2
29609,NbO-D4_18,NbO-D4,18,Xenic,3.55034,3.694289,3.66769,3.829483,NbO-D4,A2
29610,NbO-D4_18,NbO-D4,18,Xenic,3.512022,3.802739,3.547951,3.685733,NbO-D4,A2
29611,NbO-D4_18,NbO-D4,18,Xenic,3.262576,3.544663,3.497503,3.679732,NbO-D4,A2
29612,NbO-D4_18,NbO-D4,18,Xenic,3.427835,3.597479,3.569917,3.607891,NbO-D4,A2
29613,NbO-D4_18,NbO-D4,18,Xenic,3.650625,3.560111,3.510174,3.670275,NbO-D4,A2
29614,NbO-D4_18,NbO-D4,18,Xenic,3.871596,3.891272,3.863853,4.248708,NbO-D4,A2
29615,NbO-D4_18,NbO-D4,18,Xenic,3.538597,3.721007,3.631654,3.782258,NbO-D4,A2
29616,NbO-D4_18,NbO-D4,18,Xenic,3.228612,3.61416,3.530822,3.72474,NbO-D4,A2
29617,NbO-D4_18,NbO-D4,18,Xenic,3.432188,3.723387,3.541303,3.644727,NbO-D4,A2
29618,NbO-D4_18,NbO-D4,18,Xenic,3.476322,3.605172,3.515543,3.670291,NbO-D4,A2
29619,NbO-D4_18,NbO-D4,18,Xenic,3.530397,3.529641,3.641562,3.716666,NbO-D4,A2
29620,NbO-D4_18,NbO-D4,18,Xenic,3.382486,3.467552,3.431487,3.68265,NbO-D4,A2
29621,NbO-D4_18,NbO-D4,18,Xenic,3.474714,4.057294,3.57573,3.646572,NbO-D4,A2
29622,NbO-D4_18,NbO-D4,18,Xenic,3.067677,3.603704,3.475058,3.863441,NbO-D4,A2
29623,NbO-D4_18,NbO-D4,18,Xenic,3.446021,3.518184,3.568976,4.335886,NbO-D4,A2
29624,NbO-D4_18,NbO-D4,18,Xenic,3.323776,3.554877,3.537785,4.109784,NbO-D4,A2
29625,NbO-D4_18,NbO-D4,18,Xenic,3.567276,3.696943,3.492305,4.14752,NbO-D4,A2
29626,NbO-D4_18,NbO-D4,18,Xenic,3.592684,3.637637,3.499093,3.769836,NbO-D4,A2
29627,NbO-D4_18,NbO-D4,18,Xenic,3.397486,3.572356,3.54655,3.771071,NbO-D4,A2
29628,NbO-D4_18,NbO-D4,18,Xenic,3.510534,3.598329,3.591818,3.779476,NbO-D4,A2
29629,NbO-D4_18,NbO-D4,18,Xenic,3.772443,3.783562,3.759387,4.000306,NbO-D4,A2
29630,NbO-D4_18,NbO-D4,18,Xenic,3.641229,3.678735,3.44519,3.677384,NbO-D4,A2
29631,NbO-D4_18,NbO-D4,18,Xenic,2.873981,3.474622,2.422978,4.445942,NbO-D4,A2
29632,NbO-D4_18,NbO-D4,18,Xenic,3.312072,3.514983,3.559244,3.687649,NbO-D4,A2
29633,NbO-D4_18,NbO-D4,18,Xenic,3.467111,3.546602,3.48459,4.07872,NbO-D4,A2
29634,NbO-D4_18,NbO-D4,18,Xenic,3.516071,3.739521,3.666013,3.814324,NbO-D4,A2
29635,NbO-D4_18,NbO-D4,18,Xenic,3.629474,3.764531,3.516726,3.686225,NbO-D4,A2
29636,NbO-D4_18,NbO-D4,18,Xenic,3.084477,2.929995,2.347598,3.892633,NbO-D4,A2
29637,NbO-D4_18,NbO-D4,18,Xenic,3.543411,3.516727,3.488865,3.717916,NbO-D4,A2
29638,NbO-D4_18,NbO-D4,18,Xenic,3.201657,3.642948,3.535729,4.020163,NbO-D4,A2
29639,NbO-D4_18,NbO-D4,18,Xenic,3.035005,3.424519,3.409866,4.233778,NbO-D4,A2
29640,NbO-D4_18,NbO-D4,18,Xenic,3.370706,3.598982,3.572495,3.690728,NbO-D4,A2
29641,NbO-D4_18,NbO-D4,18,Xenic,3.525875,3.707776,3.620024,3.820065,NbO-D4,A2
29642,NbO-D4_18,NbO-D4,18,Xenic,3.228902,3.574099,3.50487,3.587687,NbO-D4,A2
29643,NbO-D4_18,NbO-D4,18,Xenic,3.432057,3.530925,3.51529,4.030671,NbO-D4,A2
29644,NbO-D4_18,NbO-D4,18,Xenic,3.505539,3.642268,3.539905,4.073789,NbO-D4,A2
29645,NbO-D4_18,NbO-D4,18,Xenic,3.409554,3.711871,3.532052,3.606536,NbO-D4,A2
29646,NbO-D4_18,NbO-D4,18,Xenic,3.278916,3.464884,3.516024,3.713844,NbO-D4,A2
29647,NbO-D4_18,NbO-D4,18,Xenic,3.614867,3.529291,3.647439,3.822255,NbO-D4,A2
29648,NbO-D4_18,NbO-D4,18,Xenic,3.532626,3.51801,3.536927,3.649836,NbO-D4,A2
29649,NbO-D4_18,NbO-D4,18,Xenic,3.326706,3.575574,3.506564,3.590943,NbO-D4,A2
29650,NbO-D4_18,NbO-D4,18,Xenic,3.446511,3.628953,3.508504,4.50353,NbO-D4,A2
29651,NbO-D4_18,NbO-D4,18,Xenic,3.39168,4.079754,3.543338,3.680452,NbO-D4,A2
29652,NbO-D4_18,NbO-D4,18,Xenic,3.610335,3.800688,3.615587,3.935536,NbO-D4,A2
29653,NbO-D4_18,NbO-D4,18,Xenic,3.423908,3.541203,3.542461,3.706461,NbO-D4,A2
29654,NbO-D4_18,NbO-D4,18,Xenic,3.56972,3.525681,3.655617,3.726438,NbO-D4,A2
29655,NbO-D4_18,NbO-D4,18,Xenic,3.146166,3.387071,3.434597,3.942154,NbO-D4,A2
29656,NbO-D4_18,NbO-D4,18,Xenic,3.231594,3.483342,3.533809,3.881318,NbO-D4,A2
29657,NbO-D4_18,NbO-D4,18,Xenic,3.48826,3.494055,3.419256,3.698476,NbO-D4,A2
29658,NbO-D4_18,NbO-D4,18,Xenic,3.226463,3.546435,3.499079,3.528514,NbO-D4,A2
29659,NbO-D4_18,NbO-D4,18,Xenic,3.436003,3.616608,3.626186,4.083855,NbO-D4,A2
29660,NbO-D4_18,NbO-D4,18,Xenic,3.865941,3.95049,3.897971,4.087993,NbO-D4,A2
29661,NbO-D4_18,NbO-D4,18,Xenic,3.570518,3.586165,3.633507,3.876995,NbO-D4,A2
29662,NbO-D4_18,NbO-D4,18,Xenic,3.530578,3.52265,3.654487,3.844932,NbO-D4,A2
29663,NbO-D4_18,NbO-D4,18,Xenic,3.457669,3.631686,3.618129,3.850885,NbO-D4,A2
29664,NbO-D4_18,NbO-D4,18,Xenic,3.107486,3.429555,3.511877,3.936059,NbO-D4,A2
29665,NbO-D4_18,NbO-D4,18,Xenic,3.485298,3.570019,3.527893,3.748421,NbO-D4,A2
29666,NbO-D4_18,NbO-D4,18,Xenic,3.265021,3.583554,3.52,3.823009,NbO-D4,A2
29667,NbO-D4_18,NbO-D4,18,Xenic,3.560368,3.570792,3.559323,3.781218,NbO-D4,A2
29668,NbO-D4_18,NbO-D4,18,Xenic,3.245998,3.602725,3.384163,3.649228,NbO-D4,A2
29669,NbO-D4_18,NbO-D4,18,Xenic,3.839463,3.88006,3.786304,4.054412,NbO-D4,A2
29670,NbO-D4_18,NbO-D4,18,Xenic,3.301153,3.747261,3.477621,3.604147,NbO-D4,A2
29671,NbO-D4_18,NbO-D4,18,Xenic,3.622082,3.657026,3.576897,3.811185,NbO-D4,A2
29672,NbO-D4_18,NbO-D4,18,Xenic,3.527844,3.651153,3.614881,3.813846,NbO-D4,A2
29673,NbO-D4_18,NbO-D4,18,Xenic,3.47399,3.756944,3.693826,3.897014,NbO-D4,A2
29674,NbO-D4_18,NbO-D4,18,Xenic,3.440092,4.251378,3.584303,4.001022,NbO-D4,A2
29675,NbO-D4_18,NbO-D4,18,Xenic,3.520717,3.656178,3.566342,3.935009,NbO-D4,A2
29676,NbO-D4_18,NbO-D4,18,Xenic,3.521601,3.502575,3.519597,3.556096,NbO-D4,A2
29677,NbO-D4_18,NbO-D4,18,Xenic,3.39705,4.26514,3.647229,3.699795,NbO-D4,A2
29678,NbO-D4_18,NbO-D4,18,Xenic,3.53098,3.621266,3.65822,3.866041,NbO-D4,A2
29679,NbO-D4_18,NbO-D4,18,Xenic,3.559356,4.186646,3.614299,3.675143,NbO-D4,A2
29680,NbO-D4_18,NbO-D4,18,Xenic,3.796279,3.981003,3.834566,4.46572,NbO-D4,A2
29681,NbO-D4_18,NbO-D4,18,Xenic,3.400397,3.478907,3.503621,3.54018,NbO-D4,A2
29682,NbO-D4_18,NbO-D4,18,Xenic,3.564639,4.365037,3.5951,4.137495,NbO-D4,A2
29683,NbO-D4_18,NbO-D4,18,Xenic,3.395638,3.534161,3.591551,3.716739,NbO-D4,A2
29684,NbO-D4_18,NbO-D4,18,Xenic,3.356877,3.465978,3.49572,3.544749,NbO-D4,A2
29685,NbO-D4_18,NbO-D4,18,Xenic,3.385779,3.638473,3.633092,3.85057,NbO-D4,A2
29686,NbO-D4_18,NbO-D4,18,Xenic,3.470829,3.642841,3.640734,3.927523,NbO-D4,A2
29687,NbO-D4_18,NbO-D4,18,Xenic,3.323987,3.995126,3.579613,3.803533,NbO-D4,A2
29688,NbO-D4_18,NbO-D4,18,Xenic,3.612258,3.840309,3.594445,4.12507,NbO-D4,A2
29689,NbO-D4_18,NbO-D4,18,Xenic,3.523643,3.959481,3.528434,3.641546,NbO-D4,A2
29690,NbO-D4_18,NbO-D4,18,Xenic,3.158857,3.49116,3.58477,3.827974,NbO-D4,A2
29691,NbO-D4_18,NbO-D4,18,Xenic,3.197496,3.489199,3.540243,3.86764,NbO-D4,A2
29692,NbO-D4_18,NbO-D4,18,Xenic,3.514951,3.838377,3.587327,3.739174,NbO-D4,A2
29693,NbO-D4_18,NbO-D4,18,Xenic,3.525427,3.667569,3.612775,3.906335,NbO-D4,A2
29694,NbO-D4_18,NbO-D4,18,Xenic,3.625213,3.693856,3.57147,3.685571,NbO-D4,A2
29695,NbO-D4_18,NbO-D4,18,Xenic,3.436375,3.587419,3.429428,3.770316,NbO-D4,A2
29696,NbO-D4_18,NbO-D4,18,Xenic,3.310774,3.50493,3.58922,3.749123,NbO-D4,A2
29697,NbO-D4_18,NbO-D4,18,Xenic,3.395104,3.47281,3.418334,3.599208,NbO-D4,A2
29698,NbO-D4_18,NbO-D4,18,Xenic,3.475711,3.932321,3.718719,4.49791,NbO-D4,A2
29699,NbO-D4_18,NbO-D4,18,Xenic,3.503285,3.571199,3.606556,3.782881,NbO-D4,A2
29700,NbO-D4_18,NbO-D4,18,Xenic,3.512779,3.72683,3.730368,3.91407,NbO-D4,A2
29701,NbO-D4_18,NbO-D4,18,Xenic,3.484095,3.583189,3.421021,3.603566,NbO-D4,A2
29702,NbO-D4_18,NbO-D4,18,Xenic,3.364699,3.531353,3.188467,3.944777,NbO-D4,A2
29703,NbO-D4_18,NbO-D4,18,Xenic,3.322688,3.573134,3.459769,3.68535,NbO-D4,A2
29704,NbO-D4_18,NbO-D4,18,Xenic,3.270256,3.604422,3.560859,3.796139,NbO-D4,A2
29705,NbO-D4_18,NbO-D4,18,Xenic,3.625204,3.784317,3.614092,3.854151,NbO-D4,A2
29706,NbO-D4_18,NbO-D4,18,Xenic,3.537751,3.792432,3.597596,3.7988,NbO-D4,A2
29707,NbO-D4_18,NbO-D4,18,Xenic,3.353607,3.42998,3.316452,3.149756,NbO-D4,A2
29708,NbO-D4_18,NbO-D4,18,Xenic,3.539761,3.780908,3.685477,3.878537,NbO-D4,A2
29709,NbO-D4_18,NbO-D4,18,Xenic,3.822075,3.921889,3.832686,4.003662,NbO-D4,A2
29710,NbO-D4_18,NbO-D4,18,Xenic,3.252645,4.230733,3.487422,3.764058,NbO-D4,A2
29711,NbO-D4_18,NbO-D4,18,Xenic,3.334896,3.515389,3.461589,3.923999,NbO-D4,A2
29712,NbO-D4_18,NbO-D4,18,Xenic,3.509507,3.609286,3.647314,4.492138,NbO-D4,A2
29713,NbO-D4_18,NbO-D4,18,Xenic,3.260756,3.441171,3.540299,3.756078,NbO-D4,A2
29714,NbO-D4_18,NbO-D4,18,Xenic,3.487273,3.645899,3.62443,3.797932,NbO-D4,A2
29715,NbO-D4_18,NbO-D4,18,Xenic,3.434812,3.696577,3.585196,3.768397,NbO-D4,A2
29716,NbO-D4_18,NbO-D4,18,Xenic,3.39204,3.466105,3.476504,3.678887,NbO-D4,A2
29717,NbO-D4_18,NbO-D4,18,Xenic,3.264845,3.626159,3.621534,3.928682,NbO-D4,A2
29718,NbO-D4_18,NbO-D4,18,Xenic,3.250769,3.358373,3.474259,3.771972,NbO-D4,A2
29719,NbO-D4_18,NbO-D4,18,Xenic,3.574212,3.626413,3.543657,3.684367,NbO-D4,A2
29720,NbO-D4_18,NbO-D4,18,Xenic,3.534747,3.631073,3.594907,3.946617,NbO-D4,A2
29721,NbO-D4_18,NbO-D4,18,Xenic,3.241633,3.738967,3.515195,3.811881,NbO-D4,A2
29722,NbO-D4_18,NbO-D4,18,Xenic,3.735662,3.973649,3.845612,4.212787,NbO-D4,A2
29723,NbO-D4_18,NbO-D4,18,Xenic,3.51555,3.712964,3.655266,3.802282,NbO-D4,A2
29724,NbO-D4_18,NbO-D4,18,Xenic,3.221917,3.566367,3.544196,3.875144,NbO-D4,A2
29725,NbO-D4_18,NbO-D4,18,Xenic,3.413118,3.531443,3.488267,3.684293,NbO-D4,A2
29726,NbO-D4_18,NbO-D4,18,Xenic,3.212607,3.53144,3.549216,3.707833,NbO-D4,A2
29727,NbO-D4_18,NbO-D4,18,Xenic,3.628058,3.750158,3.546168,3.761839,NbO-D4,A2
29728,NbO-D4_18,NbO-D4,18,Xenic,3.438237,3.62989,3.492365,3.632632,NbO-D4,A2
29729,NbO-D4_18,NbO-D4,18,Xenic,3.5562,3.690911,3.600326,3.597459,NbO-D4,A2
29730,NbO-D4_18,NbO-D4,18,Xenic,3.27081,3.611814,3.540638,3.925913,NbO-D4,A2
29731,NbO-D4_18,NbO-D4,18,Xenic,3.594747,3.748804,3.505394,3.590403,NbO-D4,A2
29732,NbO-D4_18,NbO-D4,18,Xenic,3.549657,3.768142,3.631454,3.921726,NbO-D4,A2
29733,NbO-D4_18,NbO-D4,18,Xenic,3.187598,3.91863,3.527511,4.174715,NbO-D4,A2
29734,NbO-D4_18,NbO-D4,18,Xenic,3.594062,3.550621,3.4389,3.815288,NbO-D4,A2
29735,NbO-D4_18,NbO-D4,18,Xenic,3.247239,3.611615,3.560329,4.399748,NbO-D4,A2
29736,NbO-D4_18,NbO-D4,18,Xenic,3.260183,3.379685,3.41647,4.029895,NbO-D4,A2
29737,NbO-D4_18,NbO-D4,18,Xenic,3.504526,3.848487,3.668012,3.820837,NbO-D4,A2
29738,NbO-D4_18,NbO-D4,18,Xenic,3.485524,3.558704,3.530126,3.576272,NbO-D4,A2
